invoice_id,vendor_id,vendor_name,contract_id,po_number,invoice_date,due_date,category,description,base_amount,gst_rate,gst_amount,total_amount,tds_rate,tds_amount,discount_amount,late_penalty,net_payable,amount_paid,invoice_status,payment_status,payment_method,payment_date,days_to_payment,days_overdue,approval_date,verified_by,rejection_reason,num_line_items,three_way_match,fraud_risk_score,fraud_flag,outstanding_amount
INV00974,VEN01867,Vendor 1867,CONT00379,PO8737,2025-06-07,2025-07-07,Overtime Charges,Work completion for Overtime Charges,98035.61,18,17646.41,115682.01,0,0.0,0,6940.92,122622.94,0.0,Verified,Overdue,,,,184,,Procurement Head,None,4,Mismatch,0.5237,No,122622.94
INV00975,VEN01221,Vendor 1221,CONT00246,,2024-11-07,2024-12-07,Maintenance Charges,Material supply and installation,2262926.34,28,633619.38,2896545.72,2,45258.53,0,0.0,2851287.19,0.0,Rejected,Rejected,,,,0,,,Missing Documents,10,,0.0246,No,2851287.19
INV00976,VEN01078,Vendor 1078,CONT01310,PO4190,2024-05-28,2024-07-27,Milestone Payment,Progress billing - Month 1,1516298.39,18,272933.71,1789232.1,10,151629.84,0,0.0,1637602.26,0.0,Disputed,Under Review,,,,0,,,Price Mismatch,13,Matched,0.4945,No,1637602.26
INV00977,VEN00442,Vendor 442,CONT01243,PO5816,2024-04-30,2024-06-14,Milestone Payment,Material supply and installation,173758.85,12,20851.06,194609.91,5,8687.94,0,36975.88,222897.85,0.0,Approved,Overdue,,,,572,2024-05-01,Procurement Head,None,15,Matched,0.2334,No,222897.85
INV00978,VEN01531,Vendor 1531,CONT00088,PO2908,2024-12-27,2025-01-26,Overtime Charges,Work completion for Overtime Charges,8564729.82,18,1541651.37,10106381.19,5,428236.49,0,0.0,9678144.7,0.0,Cancelled,Rejected,,,,0,,,None,9,,0.1493,No,9678144.7
INV00979,VEN00874,Vendor 874,CONT01599,PO1446,2025-12-19,2026-01-18,Advance Payment,Services rendered - Advance Payment,5830811.84,5,291540.59,6122352.43,2,116616.24,0,0.0,6005736.2,0.0,Cancelled,Rejected,,,,0,,,None,14,,0.0773,No,6005736.2
INV00980,VEN01403,Vendor 1403,CONT00934,PO8950,2025-10-24,2025-12-23,Emergency Work,Progress billing - Month 9,478754.01,5,23937.7,502691.71,2,9575.08,0,0.0,493116.63,235659.29,Partially Paid,Partially Paid,Online Payment,2026-01-14,82.0,0,2025-11-03,,None,7,Partial Match,0.1526,No,257457.34
INV00981,VEN01320,Vendor 1320,CONT01849,PO8330,2025-08-13,2025-09-27,Professional Services,Work completion for Professional Services,9356012.35,0,0.0,9356012.35,0,0.0,0,280680.37,9636692.72,0.0,Under Review,Overdue,,,,102,,,None,13,Matched,0.1817,No,9636692.72
INV00982,VEN01768,Vendor 1768,CONT01367,PO1295,2024-06-22,2024-08-06,Labor Charges,Services rendered - Labor Charges,155186.36,12,18622.36,173808.72,10,15518.64,0,29547.48,187837.57,0.0,Approved,Overdue,,,,519,2024-06-28,Contract Administrator,None,11,Mismatch,0.7138,No,187837.57
INV00983,VEN01190,Vendor 1190,CONT01450,PO7158,2025-11-01,2025-12-31,Retention Release,Equipment rental charges,4707327.18,18,847318.89,5554646.07,2,94146.54,0,0.0,5460499.52,0.0,Rejected,Rejected,,,,0,,,Unauthorized Work,13,,0.1739,No,5460499.52
INV00984,VEN01346,Vendor 1346,CONT00608,PO2686,2024-06-20,2024-09-18,Milestone Payment,Milestone Payment - As per contract terms,9433212.74,28,2641299.57,12074512.31,2,188664.25,0,0.0,11885848.06,0.0,Cancelled,Rejected,,,,0,,,None,3,,0.0589,No,11885848.06
INV00985,VEN01582,Vendor 1582,CONT01025,PO1376,2025-02-23,2025-04-09,Final Payment,Work completion for Final Payment,6625323.02,5,331266.15,6956589.17,2,132506.46,0,0.0,6824082.71,0.0,Rejected,Rejected,,,,0,,,Unauthorized Work,7,,0.198,No,6824082.71
INV00986,VEN00969,Vendor 969,CONT00318,PO6337,2024-11-25,2024-12-25,Equipment Rental,Equipment Rental - As per contract terms,19585138.36,0,0.0,19585138.36,5,979256.92,0,0.0,18605881.44,0.0,Rejected,Rejected,,,,0,,,Work Not Completed,9,,0.134,No,18605881.44
INV00987,VEN01234,Vendor 1234,CONT01860,PO3334,2025-01-01,2025-02-15,Professional Services,Equipment rental charges,453679.59,0,0.0,453679.59,2,9073.59,0,45367.96,489973.96,0.0,Submitted,Overdue,,,,326,,,None,15,Mismatch,0.4627,No,489973.96
INV00988,VEN01648,Vendor 1648,CONT01739,,2025-08-09,2025-11-07,Maintenance Charges,Equipment rental charges,13167506.35,5,658375.32,13825881.66,5,658375.32,0,0.0,13167506.35,13167506.35,Paid,Paid,Online Payment,2025-11-08,91.0,0,2025-08-16,Procurement Head,None,6,,0.1658,No,0.0
INV00989,VEN00031,Vendor 31,CONT01151,PO4146,2024-08-31,2024-11-29,Milestone Payment,Professional services - Milestone Payment,3585519.81,5,179275.99,3764795.8,1,35855.2,0,489423.45,4218364.05,0.0,Verified,Overdue,,,,404,,Finance Manager,None,15,Partial Match,0.1697,No,4218364.05
INV00990,VEN01204,Vendor 1204,CONT01631,PO8114,2025-02-22,2025-04-23,Change Order Payment,Work completion for Change Order Payment,17819553.84,5,890977.69,18710531.53,5,890977.69,0,1496842.52,19316396.36,0.0,Under Review,Overdue,,,,259,,,None,11,Mismatch,0.4792,No,19316396.36
INV00991,VEN00113,Vendor 113,CONT00240,PO5575,2024-12-06,2025-01-20,Milestone Payment,Services rendered - Milestone Payment,136999.8,28,38359.94,175359.75,2,2740.0,0,19289.57,191909.32,0.0,Submitted,Overdue,,,,352,,,None,7,Matched,0.2506,No,191909.32
INV00992,VEN01757,Vendor 1757,CONT01511,PO4612,2025-02-11,2025-03-13,Equipment Rental,Progress billing - Month 11,1297351.43,28,363258.4,1660609.84,1,12973.51,0,0.0,1647636.32,0.0,Disputed,Under Review,,,,0,,,Unauthorized Work,1,Mismatch,0.6584,No,1647636.32
INV00993,VEN00907,Vendor 907,CONT01227,PO1318,2025-03-24,2025-06-22,Final Payment,Progress billing - Month 11,474318.92,5,23715.95,498034.87,5,23715.95,0,0.0,474318.92,0.0,Cancelled,Rejected,,,,0,,,None,10,,0.1111,No,474318.92
INV00994,VEN00189,Vendor 189,CONT01528,PO2100,2024-08-21,2024-11-19,Labor Charges,Work completion for Labor Charges,19729736.84,28,5524326.31,25254063.15,10,1972973.68,0,3283028.21,26564117.68,0.0,Approved,Overdue,,,,414,2024-08-30,Procurement Head,None,7,Matched,0.2106,No,26564117.68
INV00995,VEN00183,Vendor 183,CONT01920,PO3691,2025-08-24,2025-10-23,Material Supply,Services rendered - Material Supply,1270618.2,12,152474.18,1423092.39,5,63530.91,0,28461.85,1388023.33,0.0,Approved,Overdue,,,,76,2025-08-25,Project Manager,None,8,Mismatch,0.3409,No,1388023.33
INV00996,VEN00001,Vendor 1,CONT00778,PO4575,2025-09-13,2025-10-28,Overtime Charges,Professional services - Overtime Charges,4213253.16,12,505590.38,4718843.54,1,42132.53,0,0.0,4676711.01,0.0,Disputed,Under Review,,,,0,,,Duplicate Invoice,7,Partial Match,0.9078,Yes,4676711.01
INV00997,VEN00542,Vendor 542,CONT01214,PO1866,2025-11-17,2026-01-01,Reimbursement,Services rendered - Reimbursement,715035.32,18,128706.36,843741.67,2,14300.71,0,0.0,829440.97,0.0,Verified,Overdue,,,,6,,Accounts Head,None,7,Matched,0.0903,No,829440.97
INV00998,VEN01397,Vendor 1397,CONT00513,PO2511,2025-09-24,2025-12-23,Equipment Rental,Progress billing - Month 3,4674577.78,18,841424.0,5516001.78,5,233728.89,0,0.0,5282272.89,0.0,Verified,Overdue,,,,15,,Finance Manager,None,2,Partial Match,0.1789,No,5282272.89
INV00999,VEN01207,Vendor 1207,CONT01099,PO8175,2025-07-04,2025-08-03,Change Order Payment,Labor charges for project work,283741.02,18,51073.38,334814.4,1,2837.41,0,16740.72,348717.71,0.0,Verified,Overdue,,,,157,,Procurement Head,None,13,Matched,0.3491,No,348717.71
INV01000,VEN00475,Vendor 475,CONT01792,PO1375,2024-07-03,2024-08-17,Milestone Payment,Milestone Payment - As per contract terms,7658249.13,12,918989.9,8577239.02,5,382912.46,0,1372358.24,9566684.81,0.0,Submitted,Overdue,,,,508,,,None,10,Partial Match,0.2963,No,9566684.81
INV01001,VEN01473,Vendor 1473,CONT01304,PO3400,2024-10-25,2025-01-23,Change Order Payment,Change Order Payment - As per contract terms,6784924.43,18,1221286.4,8006210.83,0,0.0,0,0.0,8006210.83,0.0,Cancelled,Rejected,,,,0,,,None,15,,0.172,No,8006210.83
INV01002,VEN00032,Vendor 32,CONT00748,PO7444,2026-01-04,2026-04-04,Professional Services,Professional services - Professional Services,346509.74,5,17325.49,363835.23,1,3465.1,0,0.0,360370.13,0.0,Under Review,Processing,,,,0,,,None,11,Mismatch,0.4479,No,360370.13
INV01003,VEN01592,Vendor 1592,CONT00687,PO7519,2024-07-03,2024-10-01,Milestone Payment,Progress billing - Month 11,2322206.09,5,116110.3,2438316.39,0,0.0,0,365747.46,2804063.85,0.0,Verified,Overdue,,,,463,,Site Engineer,None,2,Partial Match,0.3665,No,2804063.85
INV01004,VEN01142,Vendor 1142,CONT01210,PO6421,2024-07-08,2024-09-06,Advance Payment,Progress billing - Month 3,3240325.7,12,388839.08,3629164.78,10,324032.57,0,580666.36,3885798.58,0.0,Submitted,Overdue,,,,488,,,None,15,Matched,0.3335,No,3885798.58
INV01005,VEN00471,Vendor 471,CONT01357,PO9391,2024-06-30,2024-09-28,Emergency Work,Professional services - Emergency Work,3611328.94,28,1011172.1,4622501.04,2,72226.58,0,0.0,4550274.46,0.0,Rejected,Rejected,,,,0,,,Documentation Error,14,,0.1107,No,4550274.46
INV01006,VEN00136,Vendor 136,CONT01326,PO7580,2025-10-12,2025-12-11,Material Supply,Progress billing - Month 6,2955615.75,18,532010.83,3487626.58,0,0.0,0,0.0,3487626.58,0.0,Disputed,Under Review,,,,0,,,Incorrect Amount,4,Partial Match,0.4173,No,3487626.58
INV01007,VEN01576,Vendor 1576,CONT01991,PO9879,2024-03-05,2024-04-19,Progress Payment,Labor charges for project work,11780096.25,18,2120417.32,13900513.57,0,0.0,0,2780102.71,16680616.29,0.0,Approved,Overdue,,,,628,2024-03-15,Site Engineer,None,8,Matched,0.3006,No,16680616.29
INV01008,VEN00894,Vendor 894,CONT01036,PO7530,2024-08-15,2024-09-29,Reimbursement,Professional services - Reimbursement,9801744.17,28,2744488.37,12546232.54,1,98017.44,0,0.0,12448215.09,0.0,Disputed,Under Review,,,,0,,,Missing Documents,11,Mismatch,0.7098,No,12448215.09
INV01009,VEN00107,Vendor 107,CONT01425,PO3882,2025-04-06,2025-05-06,Change Order Payment,Services rendered - Change Order Payment,10405359.02,18,1872964.62,12278323.64,5,520267.95,0,0.0,11758055.69,7558151.18,Partially Paid,Partially Paid,Bank Transfer,2025-05-03,27.0,0,2025-04-11,,None,3,Mismatch,0.3434,No,4199904.51
INV01010,VEN00515,Vendor 515,CONT00374,PO5411,2024-07-19,2024-10-17,Equipment Rental,Progress billing - Month 11,1382482.61,12,165897.91,1548380.53,10,138248.26,0,0.0,1410132.26,1410132.26,Paid,Paid,RTGS,2024-10-30,103.0,0,2024-07-28,Procurement Head,None,11,Partial Match,0.1661,No,0.0
INV01011,VEN00456,Vendor 456,CONT01775,PO3815,2025-06-21,2025-07-21,Material Supply,Labor charges for project work,1673277.82,12,200793.34,1874071.16,1,16732.78,0,93703.56,1951041.94,0.0,Verified,Overdue,,,,170,,Accounts Head,None,3,Partial Match,0.2389,No,1951041.94
INV01012,VEN01423,Vendor 1423,CONT00456,,2025-01-20,2025-03-21,Milestone Payment,Equipment rental charges,496143.17,28,138920.09,635063.26,0,0.0,0,57155.69,692218.96,0.0,Verified,Overdue,,,,292,,Accounts Head,None,6,,0.2684,No,692218.96
INV01013,VEN01959,Vendor 1959,CONT00792,PO2965,2024-06-13,2024-08-12,Progress Payment,Progress Payment - As per contract terms,3901945.56,12,468233.47,4370179.02,2,78038.91,0,742930.43,5035070.54,0.0,Under Review,Overdue,,,,513,,,None,5,Mismatch,0.5761,No,5035070.54
INV01014,VEN01705,Vendor 1705,CONT00232,PO4443,2024-09-01,2024-11-30,Final Payment,Work completion for Final Payment,284694.17,12,34163.3,318857.47,10,28469.42,0,41451.47,331839.52,0.0,Under Review,Overdue,,,,403,,,None,2,Partial Match,0.1958,No,331839.52
INV01015,VEN00930,Vendor 930,CONT00221,PO9593,2025-02-06,2025-04-07,Advance Payment,Labor charges for project work,378019.61,12,45362.35,423381.97,10,37801.96,0,38104.38,423684.38,0.0,Under Review,Overdue,,,,275,,,None,12,Matched,0.2091,No,423684.38
INV01016,VEN01744,Vendor 1744,CONT00650,PO2999,2025-11-21,2025-12-21,Maintenance Charges,Professional services - Maintenance Charges,430972.29,0,0.0,430972.29,2,8619.45,0,0.0,422352.84,0.0,Approved,Overdue,,,,17,2025-11-29,Contract Administrator,None,3,Mismatch,0.4129,No,422352.84
INV01017,VEN00124,Vendor 124,CONT01240,PO8014,2025-08-25,2025-11-23,Progress Payment,Equipment rental charges,108399.15,28,30351.76,138750.91,10,10839.92,0,1387.51,129298.51,0.0,Verified,Overdue,,,,45,,Project Manager,None,3,Partial Match,0.0117,No,129298.51
INV01018,VEN00665,Vendor 665,CONT01770,PO5581,2024-05-19,2024-08-17,Overtime Charges,Professional services - Overtime Charges,13083723.5,12,1570046.82,14653770.32,2,261674.47,0,0.0,14392095.85,0.0,Rejected,Rejected,,,,0,,,Quality Issues,9,,0.1083,No,14392095.85
INV01019,VEN00696,Vendor 696,CONT01501,PO8014,2024-05-14,2024-08-12,Material Supply,Services rendered - Material Supply,9759909.23,28,2732774.58,12492683.81,2,195198.18,0,0.0,12297485.62,0.0,Rejected,Rejected,,,,0,,,Quality Issues,2,,0.1971,No,12297485.62
INV01020,VEN00053,Vendor 53,CONT00279,PO2896,2025-12-31,2026-01-30,Progress Payment,Progress billing - Month 4,188078.57,5,9403.93,197482.5,10,18807.86,0,0.0,178674.64,0.0,Under Review,Pending,,,,0,,,None,11,Partial Match,0.1737,No,178674.64
INV01021,VEN00142,Vendor 142,CONT00427,PO9598,2026-01-01,2026-03-02,Material Supply,Material supply and installation,2848041.08,18,512647.39,3360688.48,10,284804.11,0,0.0,3075884.37,0.0,Rejected,Rejected,,,,0,,,Incorrect Amount,5,,0.1234,No,3075884.37
INV01022,VEN00791,Vendor 791,CONT01202,PO1104,2024-04-12,2024-07-11,Final Payment,Material supply and installation,4326539.18,5,216326.96,4542866.14,5,216326.96,0,0.0,4326539.18,0.0,Disputed,Under Review,,,,0,,,Duplicate Invoice,11,Matched,1.0,Yes,4326539.18
INV01023,VEN00344,Vendor 344,CONT01883,PO3346,2024-12-25,2025-02-23,Advance Payment,Progress billing - Month 2,6043898.26,5,302194.91,6346093.17,1,60438.98,0,634609.32,6920263.51,0.0,Verified,Overdue,,,,318,,Finance Manager,None,4,Mismatch,0.3504,No,6920263.51
INV01024,VEN00773,Vendor 773,CONT01513,PO7619,2025-12-29,2026-01-28,Professional Services,Work completion for Professional Services,168075.67,5,8403.78,176479.45,1,1680.76,0,0.0,174798.69,0.0,Verified,Approved,,,,0,,Project Manager,None,9,Mismatch,0.4743,No,174798.69
INV01025,VEN00363,Vendor 363,CONT01612,PO2478,2025-07-05,2025-09-03,Equipment Rental,Progress billing - Month 7,1671533.0,12,200583.96,1872116.96,10,167153.3,0,0.0,1704963.66,1704963.66,Paid,Paid,NEFT,2025-10-24,111.0,0,2025-07-15,Finance Manager,None,14,Mismatch,0.5343,No,0.0
INV01026,VEN01520,Vendor 1520,CONT00929,PO4249,2024-12-11,2025-01-25,Emergency Work,Labor charges for project work,73893.41,5,3694.67,77588.08,5,3694.67,0,8534.69,82428.1,0.0,Approved,Overdue,,,,347,2024-12-13,Contract Administrator,None,3,Partial Match,0.3244,No,82428.1
INV01027,VEN01897,Vendor 1897,CONT01157,PO2651,2024-03-06,2024-04-20,Reimbursement,Equipment rental charges,9887339.12,5,494366.96,10381706.08,1,98873.39,0,2076341.22,12359173.9,0.0,Under Review,Overdue,,,,627,,,None,15,Mismatch,0.5889,No,12359173.9
INV01028,VEN00155,Vendor 155,CONT01312,PO3001,2025-03-02,2025-04-16,Professional Services,Professional services - Professional Services,1564046.26,5,78202.31,1642248.57,2,31280.93,0,0.0,1610967.65,1049118.72,Partially Paid,Partially Paid,Online Payment,2025-04-26,55.0,0,2025-03-07,,None,9,Partial Match,0.145,No,561848.9299999999
INV01029,VEN00949,Vendor 949,CONT01510,PO8189,2024-08-20,2024-10-04,Final Payment,Services rendered - Final Payment,9347641.91,0,0.0,9347641.91,10,934764.19,0,0.0,8412877.71,3621903.41,Partially Paid,Partially Paid,UPI,2024-10-15,56.0,0,2024-08-28,,None,3,Matched,0.0374,No,4790974.300000001
INV01030,VEN00358,Vendor 358,CONT00902,PO6355,2025-10-27,2025-12-11,Progress Payment,Services rendered - Progress Payment,350024.24,28,98006.79,448031.02,5,17501.21,0,0.0,430529.81,0.0,Verified,Overdue,,,,27,,Contract Administrator,None,4,Matched,0.1159,No,430529.81
INV01031,VEN01144,Vendor 1144,CONT01938,PO9010,2024-07-24,2024-09-07,Final Payment,Progress billing - Month 4,415544.34,0,0.0,415544.34,1,4155.44,0,0.0,411388.9,205104.45,Partially Paid,Partially Paid,Online Payment,2024-09-05,43.0,0,2024-07-25,,None,1,Mismatch,0.4994,No,206284.45
INV01032,VEN00954,Vendor 954,CONT01063,PO5949,2024-08-09,2024-11-07,Material Supply,Work completion for Material Supply,3619938.24,12,434392.59,4054330.83,10,361993.82,0,0.0,3692337.01,1448607.57,Partially Paid,Partially Paid,Demand Draft,2024-12-06,119.0,0,2024-08-10,,None,4,Matched,0.1845,No,2243729.4399999995
INV01033,VEN01322,Vendor 1322,CONT00168,PO6705,2024-05-30,2024-07-29,Milestone Payment,Progress billing - Month 1,2060993.61,5,103049.68,2164043.29,1,20609.94,0,367887.36,2511320.71,0.0,Approved,Overdue,,,,527,2024-06-09,Project Manager,None,11,Mismatch,0.4307,No,2511320.71
INV01034,VEN01339,Vendor 1339,CONT01778,PO9189,2024-08-01,2024-09-15,Progress Payment,Services rendered - Progress Payment,1383496.78,0,0.0,1383496.78,10,138349.68,0,0.0,1245147.1,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.0186,No,1245147.1
INV01035,VEN01982,Vendor 1982,CONT00236,PO3287,2025-08-11,2025-11-09,Progress Payment,Labor charges for project work,3792899.43,0,0.0,3792899.43,1,37928.99,0,0.0,3754970.44,0.0,Rejected,Rejected,,,,0,,,Incorrect Amount,7,,0.0107,No,3754970.44
INV01036,VEN01241,Vendor 1241,CONT01580,PO6618,2024-02-17,2024-03-18,Milestone Payment,Work completion for Milestone Payment,231213.33,5,11560.67,242774.0,1,2312.13,0,53410.28,293872.14,0.0,Submitted,Overdue,,,,660,,,None,8,Mismatch,0.589,No,293872.14
INV01037,VEN00510,Vendor 510,CONT00406,PO5939,2024-04-09,2024-05-24,Progress Payment,Work completion for Progress Payment,136600.06,18,24588.01,161188.07,2,2732.0,0,30625.73,189081.8,0.0,Under Review,Overdue,,,,593,,,None,11,Mismatch,0.4536,No,189081.8
INV01038,VEN00206,Vendor 206,CONT00185,,2025-03-21,2025-04-20,Overtime Charges,Material supply and installation,2276526.66,28,637427.47,2913954.13,1,22765.27,0,0.0,2891188.86,2110342.13,Partially Paid,Partially Paid,NEFT,2025-05-05,45.0,0,2025-03-24,,None,7,,0.1646,No,780846.73
INV01039,VEN00397,Vendor 397,CONT01435,PO4125,2024-12-27,2025-02-25,Emergency Work,Emergency Work - As per contract terms,4059390.24,0,0.0,4059390.24,1,40593.9,0,0.0,4018796.34,1463250.44,Partially Paid,Partially Paid,Bank Transfer,2025-03-23,86.0,0,2024-12-29,,None,8,Partial Match,0.187,No,2555545.9
INV01040,VEN01126,Vendor 1126,CONT00669,PO3653,2024-07-03,2024-09-01,Labor Charges,Progress billing - Month 1,465809.02,5,23290.45,489099.47,0,0.0,0,0.0,489099.47,489099.47,Paid,Paid,NEFT,2024-08-31,59.0,0,2024-07-04,Contract Administrator,None,8,Partial Match,0.0462,No,0.0
INV01041,VEN01014,Vendor 1014,CONT00570,PO3072,2025-11-06,2025-12-21,Maintenance Charges,Work completion for Maintenance Charges,2494015.59,0,0.0,2494015.59,5,124700.78,0,0.0,2369314.82,0.0,Cancelled,Rejected,,,,0,,,None,7,,0.172,No,2369314.82
INV01042,VEN01088,Vendor 1088,CONT01332,PO7644,2025-09-19,2025-11-18,Material Supply,Services rendered - Material Supply,438824.83,0,0.0,438824.83,1,4388.25,0,0.0,434436.58,434436.58,Paid,Paid,RTGS,2025-11-12,54.0,0,2025-09-29,Accounts Head,None,1,Partial Match,0.1129,No,0.0
INV01043,VEN01574,Vendor 1574,CONT01311,PO5032,2024-10-01,2024-11-30,Labor Charges,Material supply and installation,9623889.92,0,0.0,9623889.92,2,192477.8,0,0.0,9431412.12,0.0,Disputed,Under Review,,,,0,,,Price Mismatch,7,Partial Match,0.4172,No,9431412.12
INV01044,VEN01714,Vendor 1714,CONT01660,PO7759,2025-04-24,2025-07-23,Labor Charges,Work completion for Labor Charges,69855.62,0,0.0,69855.62,0,0.0,0,3492.78,73348.4,0.0,Verified,Overdue,,,,168,,Finance Manager,None,4,Mismatch,0.4461,No,73348.4
INV01045,VEN01932,Vendor 1932,CONT00185,PO4202,2024-08-24,2024-10-08,Labor Charges,Services rendered - Labor Charges,2949676.85,28,825909.52,3775586.37,0,0.0,0,0.0,3775586.37,1977956.47,Partially Paid,Partially Paid,Bank Transfer,2024-10-12,49.0,0,2024-08-25,,None,6,Mismatch,0.2991,No,1797629.9000000001
INV01046,VEN00505,Vendor 505,CONT00111,PO3866,2024-09-20,2024-11-04,Material Supply,Labor charges for project work,71509.27,12,8581.11,80090.39,2,1430.19,0,11212.65,89872.86,0.0,Verified,Overdue,,,,429,,Project Manager,None,5,Matched,0.1754,No,89872.86
INV01047,VEN01158,Vendor 1158,CONT00892,,2025-07-04,2025-09-02,Professional Services,Material supply and installation,15145491.96,18,2726188.55,17871680.51,5,757274.6,0,0.0,17114405.91,0.0,Cancelled,Rejected,,,,0,,,None,8,,0.0241,No,17114405.91
INV01048,VEN00012,Vendor 12,CONT00684,PO6787,2025-06-17,2025-08-01,Maintenance Charges,Equipment rental charges,4201634.51,18,756294.21,4957928.72,2,84032.69,0,0.0,4873896.03,0.0,Cancelled,Rejected,,,,0,,,None,14,,0.117,No,4873896.03
INV01049,VEN01075,Vendor 1075,CONT00493,PO1408,2025-08-18,2025-11-16,Progress Payment,Material supply and installation,490920.27,18,88365.65,579285.92,5,24546.01,0,0.0,554739.9,0.0,Cancelled,Rejected,,,,0,,,None,6,,0.151,No,554739.9
INV01050,VEN01629,Vendor 1629,CONT00239,PO2113,2025-11-16,2026-02-14,Maintenance Charges,Material supply and installation,2603113.79,12,312373.65,2915487.44,0,0.0,0,0.0,2915487.44,0.0,Submitted,Processing,,,,0,,,None,10,Mismatch,0.4526,No,2915487.44
INV01051,VEN01449,Vendor 1449,CONT01293,PO9141,2024-01-24,2024-03-24,Maintenance Charges,Work completion for Maintenance Charges,162180.74,0,0.0,162180.74,2,3243.61,0,0.0,158937.12,0.0,Rejected,Rejected,,,,0,,,Missing Documents,13,,0.1859,No,158937.12
