rfq_id,vendor_id,vendor_name,item_category,item_description,quantity,unit,rfq_date,submission_deadline,response_date,is_late_submission,quoted_price_per_unit,total_quoted_amount,gst_rate,gst_amount,total_with_gst,delivery_timeline_days,delivery_terms,payment_terms,warranty_months,technical_score,commercial_score,overall_score,response_status,rejection_reason,compliance_status,evaluation_date,award_date,rank,num_competitors,anomaly_score,is_anomaly,validity_days,contact_person,notes,market_avg_price,price_deviation_pct
RFQ01112,VEN01854,Vendor 1854,MCBs,MCBs - Grade Standard,15,Units,2025-02-04,2025-02-20,2025-02-19,False,4410.93,66163.93,12,7939.67,74103.61,82,CIF,Cash on Delivery,36,86.85,55.31,74.24,Shortlisted,None,Fully Compliant,2025-02-25,,5.0,16,0.2136,No,30,Business Development Head,Competitive pricing,3775.88,16.818595929955404
RFQ01113,VEN00909,Vendor 909,Air Conditioners,Air Conditioners - Grade Standard,277,Meters,2025-01-31,2025-02-23,2025-02-02,False,5817.85,1611545.51,5,80577.28,1692122.79,84,Ex-Factory,Bank Guarantee,60,96.69,48.15,77.27,Negotiation,None,Fully Compliant,2025-02-06,,,14,0.0852,No,30,Business Development Head,,5131.325000000001,13.37909799125956
RFQ01114,VEN00917,Vendor 917,Mild Steel,Mild Steel - Grade C,8849,Ton,2025-12-20,2026-01-11,2025-12-30,False,10567.1,93508230.2,28,26182304.46,119690534.66,129,Ex-Factory,"Advance 20%, Balance 80%",6,71.82,43.98,60.68,Negotiation,None,Partially Compliant,2026-01-06,,,16,0.6318,No,30,Business Development Head,Additional clarifications needed,4329.535,144.0700906679355
RFQ01115,VEN00453,Vendor 453,MCBs,MCBs - Grade A,730,MT,2024-12-18,2025-01-03,2024-12-23,False,11349.86,8285396.46,18,1491371.36,9776767.83,75,DDP,Net 45 days,24,90.85,68.45,81.89,Under Evaluation,None,Fully Compliant,2024-12-28,,,11,0.5206,Yes,30,Director,,3775.88,200.5884720912741
RFQ01116,VEN00747,Vendor 747,MCBs,MCBs - Grade Standard,680,Units,2025-06-29,2025-07-09,2025-07-08,False,10671.81,7256829.25,5,362841.46,7619670.71,174,Delivered to Site,LC at Sight,0,78.02,63.47,72.2,Negotiation,None,Partially Compliant,2025-07-10,,,12,0.2966,No,120,Sales Manager,,3775.88,182.6310687839656
RFQ01117,VEN00855,Vendor 855,Pumps,Pumps - Grade A,540,Bundles,2024-09-11,2024-10-05,2024-09-17,False,1166.33,629820.55,18,113367.7,743188.25,140,FOB,30-60-90 days,18,93.52,60.05,80.13,Negotiation,None,Fully Compliant,2024-09-27,,,19,0.295,No,120,Director,Competitive pricing,6998.595,-83.33479791300968
RFQ01118,VEN00181,Vendor 181,Concrete,Concrete - Grade C,57,Kg,2025-09-18,2025-10-06,2025-09-24,False,741.25,42251.18,0,0.0,42251.18,49,DDP,30-60-90 days,48,62.15,71.75,65.99,Under Evaluation,None,Partially Compliant,2025-09-26,,,10,0.163,No,90,Regional Manager,,3375.25,-78.03866380268128
RFQ01119,VEN01342,Vendor 1342,Sand,Sand - Grade Standard,608,Sets,2024-07-23,2024-08-02,2024-07-30,False,7929.56,4821171.9,5,241058.6,5062230.5,30,Door Delivery,Net 90 days,24,75.63,61.85,70.12,Shortlisted,None,Partially Compliant,2024-08-12,,7.0,16,0.0876,No,60,Business Development Head,Partial compliance issues,5310.355,49.32259707684328
RFQ01120,VEN00629,Vendor 629,PVC Pipes,PVC Pipes - Grade A,337,Loads,2024-10-19,2024-11-08,2024-11-08,False,7720.18,2601699.77,0,0.0,2601699.77,150,DAP,"Advance 20%, Balance 80%",12,65.56,82.9,72.49,Under Evaluation,None,Partially Compliant,2024-11-14,,,11,0.1152,No,120,Business Development Head,Additional clarifications needed,4354.67,77.28507556255698
RFQ01121,VEN01263,Vendor 1263,Excavators,Excavators - Grade C,2339,Feet,2025-02-22,2025-03-21,2025-03-14,False,3512.51,8215769.09,18,1478838.44,9694607.53,161,DAP,30-60-90 days,48,69.52,60.03,65.73,Rejected,High Price,Partially Compliant,,,,6,0.6323,Yes,45,Regional Manager,Good technical compliance,5410.12,-35.07519241717373
RFQ01122,VEN00498,Vendor 498,Safety Equipment,Safety Equipment - Grade B,296,Ton,2025-05-20,2025-06-10,2025-06-05,False,8231.07,2436395.39,0,0.0,2436395.39,51,Door Delivery,LC at Sight,60,96.0,61.21,82.08,Accepted,None,Fully Compliant,2025-06-12,,8.0,19,0.3489,No,60,Director,Partial compliance issues,4829.53,70.43211244158336
RFQ01123,VEN01406,Vendor 1406,Switches,Switches - Grade Premium,4356,Truckloads,2024-12-08,2025-01-01,2024-12-10,False,8744.46,38090851.63,5,1904542.58,39995394.21,151,DAP,Against Delivery,24,97.03,78.96,89.8,Negotiation,None,Fully Compliant,2024-12-15,,,8,0.1401,No,60,Senior Manager,,5302.28,64.91886509199814
RFQ01124,VEN01971,Vendor 1971,Ventilation Systems,Ventilation Systems - Grade C,34,Ton,2025-03-14,2025-03-25,2025-03-25,False,5290.24,179868.29,18,32376.29,212244.59,33,FOB,Net 90 days,36,54.14,71.49,61.08,Negotiation,None,Non-Compliant,2025-04-04,,,14,0.2012,No,30,Director,Fast delivery timeline,4332.14,22.116090431057152
RFQ01125,VEN00483,Vendor 483,Glass,Glass - Grade C,525,Liters,2025-06-30,2025-07-12,2025-07-09,False,9044.01,4748106.23,18,854659.12,5602765.35,113,FOB,"Advance 20%, Balance 80%",12,60.36,70.96,64.6,Under Evaluation,None,Partially Compliant,2025-07-11,,,19,0.1847,No,30,Account Manager,Competitive pricing,5730.715,57.8164330279904
RFQ01126,VEN00079,Vendor 79,Generators,Generators - Grade B,541,Sets,2025-03-10,2025-04-04,2025-03-24,False,2318678.21,1254404909.59,12,150528589.15,1404933498.75,45,FCA,30-60-90 days,48,54.78,62.26,57.77,Rejected,Technical Issues,Non-Compliant,,,,19,0.2465,No,30,Director,Competitive pricing,3172694.88,-26.91770568243234
RFQ01127,VEN01286,Vendor 1286,Plumbing Fixtures,Plumbing Fixtures - Grade Premium,56,MT,2025-08-03,2025-08-14,2025-08-12,False,5710.85,319807.32,5,15990.37,335797.69,33,Ex-Works,Net 30 days,24,62.29,84.14,71.03,Negotiation,None,Partially Compliant,2025-08-17,,,5,0.0539,No,90,Senior Manager,Competitive pricing,6904.08,-17.2829689111366
RFQ01128,VEN00360,Vendor 360,Glass,Glass - Grade B,963,Truckloads,2025-12-15,2026-01-04,2025-12-24,False,4512.1,4345154.19,5,217257.71,4562411.9,20,DDP,LC at Sight,60,87.37,77.16,83.29,Under Evaluation,None,Fully Compliant,2025-12-27,,,3,0.0023,No,60,Account Manager,Partial compliance issues,5730.715,-21.264624047784608
RFQ01129,VEN01127,Vendor 1127,Sanitary Ware,Sanitary Ware - Grade A,64,Kg,2025-07-08,2025-07-17,2025-07-10,False,8776.64,561704.98,28,157277.39,718982.38,65,DDP,30-60-90 days,18,88.01,78.38,84.16,Shortlisted,None,Fully Compliant,2025-07-25,,6.0,11,0.1589,No,120,Account Manager,Fast delivery timeline,6706.465,30.868348675494456
RFQ01130,VEN01784,Vendor 1784,Air Conditioners,Air Conditioners - Grade C,958,Liters,2025-08-11,2025-08-21,2025-08-15,False,400.17,383360.2,18,69004.84,452365.04,73,FCA,Cash on Delivery,6,78.68,77.14,78.06,Shortlisted,None,Partially Compliant,2025-08-18,,2.0,13,0.213,No,120,Regional Manager,,5131.325000000001,-92.2014294553551
RFQ01131,VEN00648,Vendor 648,TMT Bars,TMT Bars - Grade A,597,Pieces,2025-05-22,2025-06-11,2025-05-30,False,468.74,279836.44,12,33580.37,313416.81,29,FOB,30-60-90 days,24,55.98,75.42,63.75,Under Evaluation,None,Non-Compliant,2025-06-08,,,17,0.0099,No,45,Sales Manager,Competitive pricing,3136.985,-85.05762698897189
RFQ01132,VEN01697,Vendor 1697,Concrete Mixers,Concrete Mixers - Grade C,556,Square Meter,2025-05-22,2025-06-04,2025-06-14,True,6629.56,3686032.63,28,1032089.14,4718121.77,103,Delivered to Site,30-60-90 days,60,68.75,90.32,77.38,Rejected,Late Submission,Partially Compliant,,,,10,0.2904,No,120,Business Development Head,,4676.25,41.77086340550656
RFQ01133,VEN01437,Vendor 1437,Sand,Sand - Grade A,97,Feet,2025-06-27,2025-07-11,2025-06-29,False,4610.62,447230.2,18,80501.44,527731.63,75,DAP,Net 30 days,48,67.52,85.76,74.82,Negotiation,None,Partially Compliant,2025-07-14,,,14,0.2484,No,60,Regional Manager,,5310.355,-13.176802680800053
RFQ01134,VEN01723,Vendor 1723,Generators,Generators - Grade Premium,754,MT,2025-04-14,2025-05-03,2025-04-15,False,3138448.32,2366390032.52,12,283966803.9,2650356836.42,113,CIF,30-60-90 days,12,70.53,62.8,67.44,Shortlisted,None,Partially Compliant,2025-04-30,,7.0,5,0.5243,No,120,Sales Manager,Competitive pricing,3172694.88,-1.0794154904678404
RFQ01135,VEN01242,Vendor 1242,Glass,Glass - Grade Premium,832,MT,2025-10-30,2025-11-26,2025-11-01,False,10901.77,9070275.76,18,1632649.64,10702925.4,29,FCA,Against Delivery,60,73.25,54.73,65.84,Negotiation,None,Partially Compliant,2025-11-03,,,5,0.5555,No,45,Account Manager,Good technical compliance,5730.715,90.2340283891277
RFQ01136,VEN01805,Vendor 1805,TMT Bars,TMT Bars - Grade A,3652,Bags,2024-10-19,2024-10-26,2024-11-03,True,1893.11,6913634.18,28,1935817.57,8849451.75,18,Ex-Works,Net 60 days,0,67.71,87.24,75.52,Under Evaluation,None,Partially Compliant,2024-11-08,,,14,0.1204,No,120,Account Manager,Premium quality offered,3136.985,-39.65192692983869
RFQ01137,VEN01497,Vendor 1497,Windows,Windows - Grade Standard,522,Quintal,2024-10-29,2024-11-19,2024-11-15,False,4384.24,2288571.89,12,274628.63,2563200.52,24,Ex-Factory,Cash on Delivery,60,63.11,68.99,65.46,Shortlisted,None,Partially Compliant,2024-11-24,,8.0,10,0.1121,No,120,Regional Manager,Meets all specifications,4248.57,3.193309748927288
RFQ01138,VEN01341,Vendor 1341,Waterproofing Membrane,Waterproofing Membrane - Grade C,8167,Loads,2025-09-01,2025-09-13,2025-09-02,False,9238.11,75447634.44,0,0.0,75447634.44,122,CIF,Net 60 days,48,90.49,62.24,79.19,Shortlisted,None,Fully Compliant,2025-09-10,,10.0,9,0.0632,No,45,Account Manager,,6534.49,41.37461378011139
RFQ01139,VEN01285,Vendor 1285,Sand,Sand - Grade B,785,Feet,2025-08-24,2025-09-16,2025-09-09,False,3589.46,2817729.56,12,338127.55,3155857.11,12,Ex-Works,30-60-90 days,24,88.78,89.34,89.0,Awarded,None,Fully Compliant,2025-09-19,2025-10-06,2.0,8,0.1676,No,90,Regional Manager,Additional clarifications needed,5310.355,-32.406402208515246
RFQ01140,VEN00404,Vendor 404,Electrical Cables,Electrical Cables - Grade C,331,Cubic Meter,2025-05-25,2025-06-03,2025-06-02,False,5074.61,1679694.62,0,0.0,1679694.62,125,FCA,Against Delivery,0,65.81,89.48,75.28,Under Evaluation,None,Partially Compliant,2025-06-11,,,18,0.2343,No,120,Sales Manager,Established vendor,5397.135,-5.975855708630608
RFQ01141,VEN00152,Vendor 152,Reinforcement Steel,Reinforcement Steel - Grade C,828,Pieces,2024-08-10,2024-09-08,2024-09-02,False,3339.82,2765368.55,28,774303.19,3539671.74,58,FOB,30-60-90 days,24,75.78,86.0,79.87,Shortlisted,None,Partially Compliant,2024-09-13,,6.0,17,0.1931,No,90,Business Development Head,Premium quality offered,5155.35,-35.21642565490219
RFQ01142,VEN00404,Vendor 404,Marble,Marble - Grade Standard,22,Truckloads,2025-02-18,2025-03-07,2025-02-27,False,185.94,4090.69,12,490.88,4581.57,15,FOB,"Advance 20%, Balance 80%",12,92.91,63.39,81.1,Negotiation,None,Fully Compliant,2025-03-05,,,9,0.5698,Yes,30,Sales Manager,,253.56,-26.66824420255561
RFQ01143,VEN01075,Vendor 1075,Sand,Sand - Grade Standard,427,Cubic Meter,2025-04-30,2025-05-18,2025-05-11,False,2120.78,905572.62,28,253560.33,1159132.95,63,Ex-Factory,Net 30 days,18,64.98,80.54,71.2,Shortlisted,None,Partially Compliant,2025-05-14,,7.0,12,0.2525,No,45,Senior Manager,,5310.355,-60.06331026833423
RFQ01144,VEN01705,Vendor 1705,MCBs,MCBs - Grade C,46,Pieces,2025-01-22,2025-02-20,2025-02-04,False,7071.7,325298.35,5,16264.92,341563.27,28,Ex-Factory,Net 45 days,60,62.31,48.85,56.92,Rejected,High Price,Partially Compliant,,,,15,0.2739,No,120,Director,Premium quality offered,3775.88,87.28614256809007
RFQ01145,VEN00968,Vendor 968,Scaffolding,Scaffolding - Grade A,7046,Truckloads,2025-10-20,2025-10-28,2025-10-26,False,1085.89,7651160.72,5,382558.04,8033718.76,38,FOB,Net 60 days,12,64.55,76.6,69.37,Under Evaluation,None,Partially Compliant,2025-10-29,,,15,0.1544,No,120,Director,Fast delivery timeline,5843.41,-81.41684393188223
RFQ01146,VEN01083,Vendor 1083,Cranes,Cranes - Grade C,1894,Feet,2025-01-03,2025-02-02,2025-01-08,False,6493.15,12298026.21,28,3443447.34,15741473.55,88,Door Delivery,Net 45 days,60,82.34,42.97,66.59,Under Evaluation,None,Fully Compliant,2025-01-17,,,20,0.5341,Yes,60,Business Development Head,Premium quality offered,4284.32,51.556139597415694
RFQ01147,VEN01214,Vendor 1214,Tiles,Tiles - Grade B,941,Square Meter,2025-04-05,2025-04-28,2025-04-09,False,204.67,192597.24,5,9629.86,202227.11,178,DDP,30-60-90 days,6,64.23,45.05,56.56,Rejected,High Price,Partially Compliant,,,,3,0.4812,No,45,Account Manager,,260.9,-21.55231889612878
RFQ01148,VEN00923,Vendor 923,Wiring,Wiring - Grade A,817,Bags,2024-10-17,2024-11-12,2024-11-21,True,9669.03,7899597.55,12,947951.71,8847549.26,39,Ex-Factory,Net 60 days,6,62.36,67.71,64.5,Under Evaluation,None,Partially Compliant,2024-11-28,,,6,0.2739,No,60,Director,Additional clarifications needed,4583.610000000001,110.94792096186193
RFQ01149,VEN00254,Vendor 254,Switches,Switches - Grade B,29,Quintal,2025-06-25,2025-07-03,2025-06-28,False,2241.35,64999.12,28,18199.75,83198.88,90,Ex-Works,Progress Payment,24,96.7,89.59,93.86,Shortlisted,None,Fully Compliant,2025-07-02,,5.0,15,0.0522,No,90,Senior Manager,Established vendor,5302.28,-57.72856205255098
RFQ01150,VEN01599,Vendor 1599,Paint,Paint - Grade A,260,Pieces,2024-10-29,2024-11-19,2024-11-13,False,226.96,59009.64,5,2950.48,61960.12,115,Delivered to Site,Cash on Delivery,48,95.5,89.54,93.11,Negotiation,None,Fully Compliant,2024-11-26,,,18,0.146,No,45,Sales Manager,,264.31,-14.131133895804169
RFQ01151,VEN01332,Vendor 1332,MCBs,MCBs - Grade B,452,Ton,2024-12-23,2025-01-01,2024-12-31,False,8777.73,3967536.0,18,714156.48,4681692.48,113,FCA,"Advance 20%, Balance 80%",6,71.84,87.16,77.97,Accepted,None,Partially Compliant,2025-01-11,,4.0,8,0.1456,No,90,Account Manager,Established vendor,3775.88,132.46845768403654
RFQ01152,VEN01190,Vendor 1190,Waterproofing Membrane,Waterproofing Membrane - Grade C,5847,Square Meter,2024-08-01,2024-08-26,2024-08-14,False,8067.74,47172057.08,5,2358602.85,49530659.93,21,Ex-Factory,Cash on Delivery,0,63.71,59.52,62.03,Under Evaluation,None,Partially Compliant,2024-08-23,,,10,0.5158,No,120,Business Development Head,,6534.49,23.463958166589897
RFQ01153,VEN00166,Vendor 166,Cranes,Cranes - Grade Premium,396,Bundles,2025-04-26,2025-05-12,2025-04-28,False,4148.11,1642652.39,0,0.0,1642652.39,71,DAP,Against Delivery,48,59.89,50.4,56.09,Rejected,Missing Documents,Non-Compliant,,,,16,0.325,No,30,Business Development Head,Competitive pricing,4284.32,-3.179267655077119
RFQ01154,VEN01663,Vendor 1663,Switches,Switches - Grade Standard,7107,Nos,2025-01-04,2025-01-19,2025-01-07,False,9760.96,69371120.35,12,8324534.44,77695654.79,10,FCA,30-60-90 days,6,67.55,61.93,65.3,Negotiation,None,Partially Compliant,2025-01-19,,,14,0.0329,No,30,Sales Manager,Price negotiable,5302.28,84.0898632286488
RFQ01155,VEN00633,Vendor 633,MCBs,MCBs - Grade A,217,Feet,2025-01-07,2025-02-06,2025-02-04,False,2947.11,639523.47,0,0.0,639523.47,37,DDP,"Advance 20%, Balance 80%",12,70.99,95.53,80.81,Under Evaluation,None,Partially Compliant,2025-02-18,,,17,0.2605,No,30,Account Manager,,3775.88,-21.94905558439357
RFQ01156,VEN01958,Vendor 1958,Scaffolding,Scaffolding - Grade B,424,Truckloads,2025-10-16,2025-11-06,2025-11-02,False,9090.67,3854445.94,28,1079244.86,4933690.8,129,FCA,Net 60 days,6,53.53,44.84,50.05,Under Evaluation,None,Non-Compliant,2025-11-13,,,16,0.0733,No,90,Business Development Head,,5843.41,55.57131880186399
RFQ01157,VEN00627,Vendor 627,False Ceiling,False Ceiling - Grade B,9383,Feet,2025-07-25,2025-08-08,2025-08-01,False,7227.31,67813869.68,28,18987883.51,86801753.19,15,DDP,Progress Payment,6,75.47,75.28,75.4,Under Evaluation,None,Partially Compliant,2025-08-07,,,20,0.2856,No,30,Account Manager,,5538.555,30.49089518836592
RFQ01158,VEN00092,Vendor 92,Reinforcement Steel,Reinforcement Steel - Grade A,74,Kg,2024-10-05,2024-10-13,2024-10-10,False,8512.62,629933.63,28,176381.42,806315.04,47,Ex-Works,Net 45 days,24,78.39,93.61,84.48,Under Evaluation,None,Partially Compliant,2024-10-25,,,3,0.0629,No,45,Sales Manager,,5155.35,65.12205766824756
RFQ01159,VEN01320,Vendor 1320,Wiring,Wiring - Grade Premium,870,Cubic Meter,2025-09-22,2025-09-30,2025-09-24,False,10220.05,8891445.19,12,1066973.42,9958418.62,62,CIF,Net 90 days,6,61.72,50.99,57.43,Withdrawn,None,Partially Compliant,,,,17,0.4142,No,45,Sales Manager,Good technical compliance,4583.610000000001,122.96944984411846
RFQ01160,VEN01403,Vendor 1403,Scaffolding,Scaffolding - Grade B,4932,Sets,2025-08-26,2025-09-23,2025-09-08,False,7018.86,34617012.31,28,9692763.45,44309775.76,161,Door Delivery,Bank Guarantee,60,71.18,96.03,81.12,Accepted,None,Partially Compliant,2025-09-23,,2.0,9,0.15,No,90,Account Manager,,5843.41,20.115822781560762
RFQ01161,VEN01618,Vendor 1618,Granite,Granite - Grade Standard,143,Sets,2025-07-26,2025-08-03,2025-08-03,False,145.12,20752.0,0,0.0,20752.0,133,Door Delivery,Net 45 days,60,91.41,78.35,86.19,Awarded,None,Fully Compliant,2025-08-13,2025-08-24,8.0,15,0.2337,No,30,Business Development Head,Fast delivery timeline,280.635,-48.28870240704117
RFQ01162,VEN00713,Vendor 713,Sanitary Ware,Sanitary Ware - Grade C,75,Bundles,2025-05-07,2025-06-04,2025-05-12,False,516.02,38701.19,12,4644.14,43345.34,36,Ex-Factory,Net 45 days,36,62.58,68.29,64.87,Under Evaluation,None,Partially Compliant,2025-05-19,,,16,0.6793,Yes,45,Sales Manager,Fast delivery timeline,6706.465,-92.30563344474324
RFQ01163,VEN01573,Vendor 1573,Transformers,Transformers - Grade B,68,Meters,2025-01-04,2025-02-01,2025-01-28,False,75556.67,5137853.78,12,616542.45,5754396.23,94,Door Delivery,Cash on Delivery,48,72.8,85.48,77.87,Negotiation,None,Partially Compliant,2025-02-07,,,20,0.2916,No,120,Business Development Head,Good technical compliance,132760.91999999998,-43.088169319706424
RFQ01164,VEN01997,Vendor 1997,TMT Bars,TMT Bars - Grade A,899,MT,2025-02-23,2025-03-17,2025-02-26,False,9189.91,8261728.17,12,991407.38,9253135.56,82,Ex-Factory,Progress Payment,0,94.63,48.38,76.13,Accepted,None,Fully Compliant,2025-02-28,,5.0,20,0.3855,No,90,Sales Manager,Premium quality offered,3136.985,192.95358441305902
RFQ01165,VEN01948,Vendor 1948,PVC Pipes,PVC Pipes - Grade B,2197,Ton,2025-04-17,2025-05-12,2025-05-03,False,1070.61,2352129.9,0,0.0,2352129.9,44,DDP,Net 60 days,36,73.16,41.41,60.46,Under Evaluation,None,Partially Compliant,2025-05-09,,,10,0.4572,No,30,Senior Manager,,4354.67,-75.4146697683177
RFQ01166,VEN00631,Vendor 631,Solar Panels,Solar Panels - Grade Premium,814,Ton,2025-06-02,2025-06-29,2025-06-11,False,154006.52,125361310.99,0,0.0,125361310.99,44,DAP,LC at Sight,12,64.18,75.33,68.64,Rejected,High Price,Partially Compliant,,,,6,0.2787,No,45,Sales Manager,,91700.94,67.9443198728388
RFQ01167,VEN00873,Vendor 873,Electrical Cables,Electrical Cables - Grade B,542,Feet,2024-12-22,2025-01-01,2024-12-24,False,1738.47,942249.47,0,0.0,942249.47,60,DDP,Bank Guarantee,24,59.89,87.64,70.99,Negotiation,None,Non-Compliant,2025-01-01,,,18,0.0888,No,60,Business Development Head,Meets all specifications,5397.135,-67.78902139746366
RFQ01168,VEN00188,Vendor 188,Street Lights,Street Lights - Grade B,537,Quintal,2025-10-30,2025-11-09,2025-10-31,False,5542.75,2976455.86,0,0.0,2976455.86,33,FOB,Net 30 days,36,93.56,87.65,91.19,Negotiation,None,Fully Compliant,2025-11-06,,,11,0.0492,No,90,Senior Manager,Established vendor,5569.405000000001,-0.4785969057736087
RFQ01169,VEN01533,Vendor 1533,Pumps,Pumps - Grade C,635,Units,2025-09-06,2025-09-16,2025-09-08,False,9396.61,5966846.31,28,1670716.97,7637563.28,79,Ex-Works,LC at Sight,6,76.7,87.77,81.12,Shortlisted,None,Partially Compliant,2025-09-13,,8.0,13,0.1606,No,45,Senior Manager,Additional clarifications needed,6998.595,34.26423446420318
RFQ01170,VEN00756,Vendor 756,Bricks,Bricks - Grade Standard,935,Ton,2025-07-03,2025-07-16,2025-07-09,False,6084.43,5688941.94,12,682673.03,6371614.97,82,Ex-Works,Progress Payment,0,66.8,78.52,71.49,Negotiation,None,Partially Compliant,2025-07-11,,,18,0.2148,No,120,Sales Manager,Price negotiable,4654.68,30.71639726039169
RFQ01171,VEN01656,Vendor 1656,Granite,Granite - Grade C,250,Nos,2024-09-09,2024-10-01,2024-09-18,False,216.53,54131.82,28,15156.91,69288.72,38,FOB,"Advance 20%, Balance 80%",48,64.12,41.59,55.1,Rejected,High Price,Partially Compliant,,,,15,0.6137,Yes,90,Director,Good technical compliance,280.635,-22.84283856254565
RFQ01172,VEN01967,Vendor 1967,Concrete Mixers,Concrete Mixers - Grade Premium,1851,Pieces,2025-01-11,2025-02-07,2025-02-14,True,271.45,502453.73,0,0.0,502453.73,7,Ex-Factory,Net 60 days,36,62.66,99.67,77.47,Under Evaluation,None,Partially Compliant,2025-02-25,,,16,0.0131,No,90,Sales Manager,Additional clarifications needed,4676.25,-94.19513499064422
RFQ01173,VEN01750,Vendor 1750,Glass,Glass - Grade B,2919,Cubic Meter,2024-11-26,2024-12-07,2024-11-28,False,6873.56,20063918.28,0,0.0,20063918.28,42,Ex-Works,"Advance 30%, Balance 70%",0,82.45,78.47,80.86,Under Evaluation,None,Fully Compliant,2024-12-11,,,12,0.074,No,120,Regional Manager,Premium quality offered,5730.715,19.942450462115115
RFQ01174,VEN01941,Vendor 1941,PVC Pipes,PVC Pipes - Grade B,385,Units,2025-10-06,2025-10-28,2025-10-15,False,6548.08,2521010.05,12,302521.21,2823531.26,82,Ex-Factory,Cash on Delivery,6,58.67,61.75,59.9,Under Evaluation,None,Non-Compliant,2025-10-24,,,12,0.2043,No,45,Senior Manager,Delivery timeline tight,4354.67,50.36914393053894
RFQ01175,VEN00469,Vendor 469,Reinforcement Steel,Reinforcement Steel - Grade B,243,Liters,2024-11-29,2024-12-27,2025-01-04,True,4072.33,989576.52,12,118749.18,1108325.7,84,FOB,"Advance 20%, Balance 80%",48,66.82,67.33,67.02,Rejected,Late Submission,Partially Compliant,,,,20,0.1133,No,120,Sales Manager,Competitive pricing,5155.35,-21.007691039405675
