project_id,project_name,project_type,location,client_name,contract_id,project_start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,project_status,current_phase,progress_pct,planned_budget,actual_cost,remaining_budget,budget_utilization_pct,team_size,num_vendors,num_purchase_orders,num_contracts,num_change_orders,total_milestones,achieved_milestones,open_issues,resolved_issues,risk_level,risk_score,quality_score,safety_score,stakeholder_satisfaction,resource_utilization_pct,schedule_performance_index,cost_performance_index,env_compliance_score,project_manager,sponsor,last_updated,notes,milestone_completion_pct,schedule_variance,cost_variance_pct
PROJ01062,Hospital - Kolkata Phase 2,Hospital,"Kolkata, West Bengal",Client Developers,CONT00766,2024-02-24,2026-06-13,,28,,,Near Completion,MEP Installation,66.48,2239828644.1,1543951221.73,695877422.36,68.93,140,12,140,6,17,22,14,7,64,Very Low,0.4865,85.27,86.41,52.16,92.39,0.878,0.968,82.61,Rajesh Sharma,VP - Infrastructure,2026-01-04,Awaiting approvals,63.64,-12.2,-3.2
PROJ01063,Wind Farm - Hyderabad Phase 3,Wind Farm,"Mumbai, Maharashtra",Client Corporation,CONT00503,2023-05-03,2024-12-23,2024-12-16,20,19.8,-0.2,Completed,Testing & Commissioning,89.81,1615900510.57,1827461460.3,-211560949.74,113.09,142,28,168,4,24,25,22,0,45,Critical,0.8529,75.34,89.13,62.13,80.17,0.873,0.84,82.1,Arun Mehta,CEO,2026-01-04,Resource shortage,88.0,-12.7,-16.0
PROJ01064,Wind Farm - Delhi NCR Phase 2,Wind Farm,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT01640,2025-04-20,2026-06-14,,14,,,Near Completion,Structural Work,62.48,1070298102.65,668966356.93,401331745.72,62.5,22,20,340,5,25,25,15,3,50,Medium,0.4606,85.32,78.07,76.53,88.99,1.045,1.063,83.76,Vikram Reddy,Managing Director,2026-01-04,Minor delays expected,60.0,4.5,6.3
PROJ01065,Highway Construction - Lucknow Phase 2,Highway Construction,"Hyderabad, Telangana",Client Group,CONT00423,2024-01-21,2027-04-05,,39,,,Near Completion,Finishing Work,62.29,5454583318.27,3244158191.15,2210425127.12,59.48,400,14,285,3,23,15,9,8,67,Very Low,0.4095,75.47,90.66,56.58,95.28,0.914,0.99,73.01,Vikram Reddy,Managing Director,2026-01-01,Vendor performance issues,60.0,-8.6,-1.0
PROJ01066,Residential Building - Indore Phase 3,Residential Building,"Surat, Gujarat",Client Group,CONT00819,2024-06-28,2025-09-21,,15,,,Delayed,Warranty,98.74,301694742.7,318107318.68,-16412575.98,105.44,37,6,203,3,13,13,12,9,29,Critical,0.8339,77.79,74.12,37.72,94.03,0.84,0.826,96.32,Rajesh Sharma,Director - Projects,2026-01-01,Environmental clearance pending,92.31,-16.0,-17.4
PROJ01067,IT Park - Lucknow Phase 1,IT Park,"Hyderabad, Telangana",Client Corporation,CONT01767,2024-08-22,2026-01-14,2026-03-06,17,18.7,1.7,Completed,Testing & Commissioning,92.1,1304905779.27,1272526321.95,32379457.32,97.52,103,50,305,1,18,15,13,0,97,Very Low,0.2498,81.08,66.86,63.7,72.08,1.038,1.132,78.51,Priya Singh,Managing Director,2026-01-05,On track,86.67,3.8,13.2
PROJ01068,Bridge Construction - Delhi NCR Phase 1,Bridge Construction,"Pune, Maharashtra",Client Group,CONT01276,2025-01-24,2027-10-11,,33,,,On Hold,Foundation,47.09,8528801640.43,3865495874.14,4663305766.28,45.32,133,20,391,5,9,11,5,10,43,Medium,0.5829,71.49,67.17,68.07,88.83,0.863,0.96,93.74,Arun Mehta,Regional Head,2026-01-06,On track,45.45,-13.7,-4.0
PROJ01069,Office Tower - Jaipur Phase 2,Office Tower,Delhi NCR,Client Developers,,2025-04-08,2026-10-30,,19,,,Delayed,Foundation,52.21,1267056429.72,657290367.38,609766062.34,51.88,47,36,223,7,26,13,6,5,77,High,0.7149,61.25,86.26,47.44,67.67,0.802,1.037,80.79,Vikram Reddy,CEO,2026-01-07,Budget constraints,46.15,-19.8,3.7
PROJ01070,Hospital - Pune Phase 3,Hospital,"Indore, Madhya Pradesh",Client Pvt Ltd,CONT00883,2024-03-23,2026-05-12,,26,,,In Progress,MEP Installation,79.4,2179446490.64,1766936337.94,412510152.7,81.07,63,41,80,6,23,19,15,3,92,Very Low,0.4689,69.12,71.24,53.0,66.4,0.996,1.072,85.11,Rajesh Sharma,Regional Head,2026-01-03,Minor delays expected,78.95,-0.4,7.2
PROJ01071,Power Plant - Mumbai Phase 1,Power Plant,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT01421,2023-10-17,2026-10-01,,36,,,Near Completion,Structural Work,77.41,12578379873.55,9720145732.21,2858234141.34,77.28,205,12,474,3,24,19,14,10,92,Medium,0.1153,73.51,96.15,55.33,77.43,1.095,1.053,85.62,Anita Desai,Regional Head,2026-01-01,Weather delays,73.68,9.5,5.3
PROJ01072,IT Park - Chennai Phase 3,IT Park,Delhi NCR,Client Infrastructure Ltd,,2024-12-20,2026-12-10,,24,,,On Hold,Foundation,37.42,1785138987.52,667337672.78,1117801314.74,37.38,175,11,263,5,3,13,4,8,24,High,0.7082,77.3,99.87,68.67,67.63,0.979,1.127,76.53,Amit Kumar,Director - Projects,2026-01-02,Quality issues resolved,30.77,-2.1,12.7
PROJ01073,Educational Institute - Indore Phase 1,Educational Institute,"Visakhapatnam, Andhra Pradesh",Client Corporation,CONT01113,2024-08-11,2026-07-02,,23,,,In Progress,Finishing Work,63.76,1765804809.3,1225175518.65,540629290.65,69.38,121,16,251,8,15,27,17,6,42,Very Low,0.4149,89.97,70.53,84.82,76.96,1.05,1.113,84.22,Priya Singh,VP - Infrastructure,2026-01-07,Resource shortage,62.96,5.0,11.3
PROJ01074,Highway Construction - Jaipur Phase 3,Highway Construction,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT01011,2023-08-17,2027-08-26,,49,,,Delayed,Structural Work,31.55,8888615489.46,3028483358.3,5860132131.16,34.07,349,13,88,1,0,12,3,9,37,Critical,0.7951,65.35,75.22,57.53,60.75,0.802,1.111,87.95,Amit Kumar,CEO,2025-12-31,Budget constraints,25.0,-19.8,11.1
PROJ01075,Power Plant - Indore Phase 2,Power Plant,"Indore, Madhya Pradesh",Client Corporation,CONT00375,2023-08-05,2025-12-22,2026-07-24,29,36.1,7.1,Completed,Finishing Work,94.37,31667482146.55,31725811157.93,-58329011.38,100.18,382,36,482,7,8,30,28,0,31,High,0.7743,79.57,71.48,82.22,67.67,0.984,0.742,95.03,Suresh Patel,Managing Director,2026-01-01,Stakeholder concerns,93.33,-1.6,-25.8
PROJ01076,Residential Building - Kolkata Phase 3,Residential Building,"Visakhapatnam, Andhra Pradesh",Client Pvt Ltd,CONT01333,2024-09-18,2026-02-10,2026-04-17,17,19.2,2.2,Completed,Handover,92.31,1199745187.51,1160986375.7,38758811.81,96.77,40,32,399,10,27,25,23,0,17,Medium,0.1935,72.43,71.69,69.98,99.34,1.049,0.951,84.38,Vikram Reddy,Director - Projects,2026-01-07,Stakeholder concerns,92.0,4.9,-4.9
PROJ01077,Educational Institute - Visakhapatnam Phase 2,Educational Institute,"Jaipur, Rajasthan",Client Group,CONT01249,2023-10-11,2025-01-03,2025-04-19,15,18.5,3.5,Closed,Handover,90.67,337966949.94,327041553.17,10925396.77,96.77,159,5,465,6,28,21,19,0,45,Medium,0.2792,88.33,93.81,82.1,83.31,0.917,0.989,95.38,Priya Singh,VP - Infrastructure,2026-01-04,On track,90.48,-8.3,-1.1
PROJ01078,Solar Farm - Jaipur Phase 1,Solar Farm,"Pune, Maharashtra",Client Group,,2023-09-13,2024-12-06,,15,,,Delayed,Warranty,90.32,1437598745.94,1411999649.07,25599096.87,98.22,26,43,260,8,18,29,26,3,61,Critical,0.7028,80.18,99.21,62.27,60.39,0.856,1.097,77.55,Vikram Reddy,Regional Head,2025-12-31,Awaiting approvals,89.66,-14.4,9.7
PROJ01079,Hotel & Resort - Visakhapatnam Phase 1,Hotel & Resort,"Bangalore, Karnataka",Client Corporation,CONT00860,2023-04-15,2024-12-05,2025-04-26,20,24.7,4.7,Closed,Testing & Commissioning,99.9,1389016447.42,1394738959.43,-5722512.0,100.41,159,12,121,9,25,24,23,0,39,High,0.7324,96.61,95.56,92.64,89.67,1.02,0.78,74.17,Vikram Reddy,CEO,2026-01-06,Minor delays expected,95.83,2.0,-22.0
PROJ01080,Bridge Construction - Kolkata Phase 3,Bridge Construction,"Pune, Maharashtra",Client Infrastructure Ltd,CONT01552,2023-03-24,2026-04-07,,37,,,Near Completion,Finishing Work,93.06,2852600441.48,2916264458.71,-63664017.23,102.23,46,6,323,9,15,17,15,9,43,Critical,0.6486,67.22,93.57,75.62,92.56,0.983,0.827,70.56,Amit Kumar,Director - Projects,2026-01-01,Resource shortage,88.24,-1.7,-17.3
PROJ01081,Educational Institute - Pune Phase 3,Educational Institute,Delhi NCR,Client Pvt Ltd,CONT00265,2025-08-21,2027-04-13,,20,,,In Progress,Foundation,11.52,1133549392.71,132780355.19,1000769037.52,11.71,54,38,184,7,10,28,3,11,33,Very Low,0.3123,76.5,83.65,72.45,84.26,0.97,1.133,70.32,Rajesh Sharma,CEO,2026-01-05,On track,10.71,-3.0,13.3
PROJ01082,Port Development - Hyderabad Phase 3,Port Development,"Chennai, Tamil Nadu",Client Developers,CONT01484,2024-11-13,2026-03-08,,16,,,Delayed,Structural Work,63.13,226052395.66,136543567.54,89508828.13,60.4,25,23,481,7,15,19,11,8,52,High,0.6197,78.87,68.87,34.88,65.33,0.816,1.102,99.96,Arun Mehta,General Manager,2026-01-05,,57.89,-18.4,10.2
PROJ01083,Airport Development - Jaipur Phase 2,Airport Development,"Ahmedabad, Gujarat",Client Developers,,2025-07-16,2030-01-21,,55,,,Mobilization,Pre-Construction,24.22,31995945536.38,8242096262.42,23753849273.97,25.76,796,40,304,9,1,12,2,10,74,Low,0.3456,74.28,80.33,62.99,65.15,0.903,1.057,85.99,Arun Mehta,Managing Director,2026-01-04,Environmental clearance pending,16.67,-9.7,5.7
PROJ01084,Office Tower - Lucknow Phase 3,Office Tower,"Indore, Madhya Pradesh",Client Corporation,,2023-03-06,2025-03-25,2025-04-13,25,25.6,0.6,Completed,Testing & Commissioning,89.12,2037121641.09,2190563439.92,-153441798.83,107.53,150,10,380,8,23,11,9,0,61,High,0.6842,86.16,96.46,61.22,69.92,0.977,0.727,96.29,Anita Desai,Regional Head,2026-01-02,Stakeholder concerns,81.82,-2.3,-27.3
PROJ01085,Solar Farm - Jaipur Phase 1,Solar Farm,"Visakhapatnam, Andhra Pradesh",Client Infrastructure Ltd,,2024-03-11,2025-06-04,,15,,,Delayed,Handover,95.8,1811002352.31,1863560098.69,-52557746.37,102.9,173,17,442,4,18,24,22,3,76,High,0.7344,80.23,76.07,31.24,60.34,0.893,0.885,98.91,Vikram Reddy,Managing Director,2026-01-06,Weather delays,91.67,-10.7,-11.5
PROJ01086,Metro Rail - Kolkata Phase 3,Metro Rail,"Lucknow, Uttar Pradesh",Client Group,,2024-01-28,2027-11-08,,46,,,On Hold,Structural Work,51.57,35319636496.77,18032928439.48,17286708057.29,51.06,977,7,280,9,30,11,5,13,31,High,0.6368,80.96,82.62,51.03,89.61,0.964,0.978,89.98,Priya Singh,Director - Projects,2026-01-03,On track,45.45,-3.6,-2.2
PROJ01087,IT Park - Chennai Phase 2,IT Park,"Indore, Madhya Pradesh",Client Pvt Ltd,CONT01603,2025-01-16,2026-05-11,,16,,,Delayed,Structural Work,80.64,1034384452.71,879137132.79,155247319.92,84.99,91,11,61,5,9,25,20,7,26,Critical,0.7227,62.45,79.65,68.04,62.37,0.678,1.06,84.1,Anita Desai,CEO,2026-01-06,On track,80.0,-32.2,6.0
PROJ01088,Infrastructure - Surat Phase 2,Infrastructure,"Kolkata, West Bengal",Client Pvt Ltd,CONT00322,2024-03-09,2025-09-30,2026-01-13,19,22.5,3.5,Completed,Warranty,89.28,155381654.8,157101494.29,-1719839.49,101.11,98,29,387,7,29,17,15,0,91,Critical,0.7972,77.69,93.39,87.17,80.54,0.87,0.816,88.73,Amit Kumar,CEO,2026-01-05,Resource shortage,88.24,-13.0,-18.4
PROJ01089,Water Treatment Plant - Kochi Phase 3,Water Treatment Plant,"Bangalore, Karnataka",Client Group,CONT00579,2023-01-22,2024-02-16,2024-03-17,13,14.0,1.0,Completed,Warranty,87.87,1957433805.23,1979484791.85,-22050986.62,101.13,83,10,466,5,10,11,9,0,57,Critical,0.8068,94.47,68.39,91.49,60.86,0.904,0.926,83.81,Rajesh Sharma,Managing Director,2026-01-04,Budget constraints,81.82,-9.6,-7.4
PROJ01090,Wind Farm - Visakhapatnam Phase 2,Wind Farm,"Indore, Madhya Pradesh",Client Developers,CONT01992,2024-02-29,2025-05-24,2025-07-31,15,17.3,2.3,Closed,Testing & Commissioning,89.73,490459201.74,474891964.53,15567237.21,96.83,106,21,105,2,17,22,19,0,72,Very Low,0.3959,97.6,65.95,65.5,85.98,0.891,1.107,80.81,Rajesh Sharma,VP - Infrastructure,2026-01-05,Budget constraints,86.36,-10.9,10.7
PROJ01091,Industrial Facility - Lucknow Phase 2,Industrial Facility,"Chennai, Tamil Nadu",Client Corporation,CONT00869,2023-07-25,2025-08-13,,25,,,Delayed,Handover,97.24,7027972543.42,6816511782.78,211460760.64,96.99,317,12,113,7,24,12,11,4,44,High,0.889,69.38,91.76,52.84,81.36,0.855,1.016,76.29,Priya Singh,Managing Director,2026-01-02,Stakeholder concerns,91.67,-14.5,1.6
PROJ01092,Highway Construction - Ahmedabad Phase 3,Highway Construction,"Bangalore, Karnataka",Client Infrastructure Ltd,CONT01094,2025-06-02,2028-10-14,,41,,,Mobilization,Pre-Construction,13.66,2753682591.96,388653491.2,2365029100.76,14.11,403,19,472,6,5,10,1,18,31,Medium,0.128,66.19,88.44,82.65,97.04,0.974,0.959,84.91,Amit Kumar,CEO,2026-01-06,Environmental clearance pending,10.0,-2.6,-4.1
PROJ01093,Manufacturing Unit - Visakhapatnam Phase 3,Manufacturing Unit,"Kochi, Kerala",Client Developers,CONT00739,2024-07-25,2026-07-15,,24,,,Delayed,Structural Work,70.74,1432340596.61,1037461118.89,394879477.72,72.43,143,21,196,5,30,22,15,2,16,Critical,0.6794,77.62,66.19,47.09,82.73,0.862,1.135,81.71,Neha Gupta,Director - Projects,2026-01-01,Budget constraints,68.18,-13.8,13.5
PROJ01094,Manufacturing Unit - Kolkata Phase 2,Manufacturing Unit,"Indore, Madhya Pradesh",Client Group,CONT01018,2023-06-04,2025-02-23,2025-03-18,21,21.8,0.8,Completed,Warranty,90.27,1628478373.0,1555480894.51,72997478.49,95.52,45,13,112,1,16,12,10,0,87,Low,0.1122,74.71,77.62,92.39,90.23,0.862,1.117,88.43,Neha Gupta,Director - Projects,2026-01-04,Budget constraints,83.33,-13.8,11.7
PROJ01095,Warehouse - Nagpur Phase 2,Warehouse,"Kolkata, West Bengal",Client Pvt Ltd,CONT00294,2023-10-16,2024-12-09,2025-02-15,14,16.3,2.3,Closed,Warranty,99.07,663632610.31,651085838.12,12546772.19,98.11,120,8,161,3,29,30,29,0,48,Low,0.1294,94.76,91.23,99.14,83.9,1.037,1.002,78.02,Suresh Patel,Regional Head,2026-01-05,Vendor performance issues,96.67,3.7,0.2
PROJ01096,Educational Institute - Jaipur Phase 2,Educational Institute,"Bangalore, Karnataka",Client Corporation,CONT01611,2023-03-21,2024-12-10,2025-05-02,21,25.8,4.8,Closed,Warranty,91.21,681958993.89,766973583.85,-85014589.96,112.47,110,50,369,6,28,14,12,0,73,Critical,0.8199,96.28,71.07,89.01,77.58,0.871,0.757,95.5,Anita Desai,Regional Head,2026-01-03,On track,85.71,-12.9,-24.3
PROJ01097,Bridge Construction - Hyderabad Phase 3,Bridge Construction,"Hyderabad, Telangana",Client Developers,CONT01873,2025-04-17,2029-09-23,,54,,,Mobilization,Pre-Construction,19.23,3435613605.34,630758956.4,2804854648.94,18.36,190,22,70,5,8,10,1,14,39,Medium,0.5615,70.09,77.83,52.83,74.01,1.084,1.091,94.14,Rajesh Sharma,Director - Projects,2026-01-05,On track,10.0,8.4,9.1
PROJ01098,Hotel & Resort - Indore Phase 3,Hotel & Resort,"Chennai, Tamil Nadu",Client Group,CONT00348,2023-01-25,2024-12-15,2025-02-20,23,25.2,2.2,Completed,Handover,96.7,1609720020.13,1602701799.11,7018221.03,99.56,179,18,212,5,11,23,22,0,66,Very Low,0.5553,76.88,87.36,95.21,90.79,0.966,0.966,98.76,Suresh Patel,General Manager,2026-01-06,On track,95.65,-3.4,-3.4
PROJ01099,Residential Building - Bangalore Phase 2,Residential Building,"Mumbai, Maharashtra",Client Developers,CONT00339,2025-08-21,2026-12-14,,16,,,In Progress,Foundation,29.08,832195711.26,261702059.98,570493651.29,31.45,190,29,454,6,1,27,7,7,55,Very Low,0.5373,62.05,96.59,66.67,82.71,0.899,1.061,76.66,Priya Singh,Director - Projects,2026-01-02,On track,25.93,-10.1,6.1
PROJ01100,Hotel & Resort - Jaipur Phase 1,Hotel & Resort,"Kochi, Kerala",Client Corporation,CONT01741,2024-09-27,2025-10-22,2026-01-21,13,16.0,3.0,Completed,Warranty,92.15,1888548831.36,2144483465.94,-255934634.57,113.55,152,26,76,3,27,27,24,0,77,Critical,0.801,99.93,86.23,93.18,88.65,0.85,0.715,74.52,Priya Singh,Managing Director,2026-01-07,Stakeholder concerns,88.89,-15.0,-28.5
PROJ01101,Warehouse - Lucknow Phase 2,Warehouse,Delhi NCR,Client Corporation,CONT00249,2023-02-02,2024-10-24,2025-01-22,21,24.0,3.0,Closed,Handover,87.7,714363106.22,752497015.54,-38133909.32,105.34,29,13,170,4,21,21,18,0,54,High,0.8439,94.32,96.74,95.75,77.82,0.974,0.749,75.9,Rajesh Sharma,Managing Director,2026-01-07,Quality issues resolved,85.71,-2.6,-25.1
PROJ01102,Residential Building - Visakhapatnam Phase 3,Residential Building,"Chennai, Tamil Nadu",Client Pvt Ltd,CONT00025,2025-01-25,2027-01-15,,24,,,On Hold,Structural Work,33.65,145635582.43,49822012.02,95813570.41,34.21,180,39,266,8,5,13,4,6,85,High,0.6547,83.44,76.36,57.31,72.15,0.861,1.074,97.26,Vikram Reddy,General Manager,2026-01-05,Awaiting approvals,30.77,-13.9,7.4
PROJ01103,Water Treatment Plant - Ahmedabad Phase 3,Water Treatment Plant,"Chennai, Tamil Nadu",Client Developers,,2025-01-07,2026-08-30,,20,,,Delayed,MEP Installation,63.13,647261934.41,430475464.31,216786470.1,66.51,30,24,456,4,13,22,13,9,28,Critical,0.8296,69.72,66.61,68.18,70.43,0.658,1.009,96.09,Rajesh Sharma,Managing Director,2026-01-03,Minor delays expected,59.09,-34.2,0.9
PROJ01104,Shopping Mall - Indore Phase 3,Shopping Mall,"Indore, Madhya Pradesh",Client Developers,CONT01984,2025-10-30,2027-11-19,,25,,,Mobilization,Pre-Construction,5.64,4392000613.45,261034976.07,4130965637.38,5.94,112,39,211,8,6,19,1,16,92,Low,0.4103,88.73,68.01,63.84,97.98,0.976,1.075,89.59,Priya Singh,Managing Director,2025-12-31,Stakeholder concerns,5.26,-2.4,7.5
PROJ01105,IT Park - Visakhapatnam Phase 2,IT Park,"Hyderabad, Telangana",Client Developers,CONT00149,2025-02-13,2026-06-08,,16,,,Near Completion,Structural Work,86.36,1507016812.3,1306024818.04,200991994.26,86.66,191,43,317,3,19,30,25,1,47,Low,0.5911,89.6,80.35,50.51,83.57,0.947,0.964,85.27,Amit Kumar,Managing Director,2025-12-31,Weather delays,83.33,-5.3,-3.6
PROJ01106,Water Treatment Plant - Indore Phase 3,Water Treatment Plant,"Bangalore, Karnataka",Client Developers,CONT01849,2025-03-27,2027-03-17,,24,,,In Progress,Foundation,50.05,402167336.59,219975428.4,182191908.19,54.7,107,36,110,3,12,26,13,4,13,Low,0.2947,74.51,71.46,52.53,94.5,0.937,1.067,81.02,Vikram Reddy,Managing Director,2026-01-05,Resource shortage,50.0,-6.3,6.7
PROJ01107,Bridge Construction - Pune Phase 2,Bridge Construction,"Ahmedabad, Gujarat",Client Pvt Ltd,,2026-01-05,2029-09-16,,45,,,Mobilization,Pre-Construction,8.11,6880270968.76,534085605.03,6346185363.73,7.76,72,6,153,5,10,27,2,12,26,Very Low,0.5106,89.27,93.76,64.2,70.68,1.073,1.07,95.77,Vikram Reddy,Managing Director,2025-12-31,On track,7.41,7.3,7.0
PROJ01108,Hotel & Resort - Indore Phase 1,Hotel & Resort,"Ahmedabad, Gujarat",Client Pvt Ltd,,2024-06-28,2025-12-20,,18,,,Near Completion,Testing & Commissioning,97.87,945765470.41,1017210851.52,-71445381.1,107.55,91,42,90,8,26,24,23,10,58,Critical,0.8675,68.51,78.56,65.32,77.47,1.069,0.927,96.76,Suresh Patel,General Manager,2025-12-31,Resource shortage,95.83,6.9,-7.3
PROJ01109,Residential Building - Nagpur Phase 2,Residential Building,"Chennai, Tamil Nadu",Client Group,CONT00896,2023-08-12,2024-09-05,,13,,,Delayed,Testing & Commissioning,89.36,1048997483.29,899915585.41,149081897.88,85.79,63,36,309,6,21,18,16,8,32,High,0.7883,67.52,90.4,54.17,87.44,0.652,1.077,74.09,Neha Gupta,VP - Infrastructure,2026-01-04,Environmental clearance pending,88.89,-34.8,7.7
PROJ01110,Sports Complex - Kochi Phase 3,Sports Complex,"Visakhapatnam, Andhra Pradesh",Client Corporation,,2025-11-19,2026-11-14,,12,,,Cancelled,Pre-Construction,33.09,112769814.21,39471756.29,73298057.92,35.0,150,21,449,6,10,22,7,10,24,Critical,0.884,87.71,81.9,62.72,75.62,0.924,1.034,87.67,Arun Mehta,Regional Head,2026-01-04,Environmental clearance pending,31.82,-7.6,3.4
PROJ01111,Industrial Facility - Visakhapatnam Phase 1,Industrial Facility,"Ahmedabad, Gujarat",Client Group,CONT01338,2023-10-09,2026-06-25,,33,,,Near Completion,MEP Installation,82.56,4351984756.8,3668502159.12,683482597.67,84.29,321,29,255,5,26,23,18,6,92,Low,0.5863,61.41,77.35,50.29,72.43,1.07,1.135,72.12,Priya Singh,General Manager,2026-01-02,On track,78.26,7.0,13.5
PROJ01112,Power Plant - Jaipur Phase 3,Power Plant,"Surat, Gujarat",Client Infrastructure Ltd,CONT00276,2023-03-17,2025-12-01,,33,,,Near Completion,Testing & Commissioning,93.61,11378443632.26,10126256214.08,1252187418.18,89.0,278,48,408,9,22,26,24,7,96,Low,0.4462,72.42,86.26,70.82,77.27,1.021,0.957,81.4,Suresh Patel,Regional Head,2025-12-31,Budget constraints,92.31,2.1,-4.3
PROJ01113,Power Plant - Ahmedabad Phase 2,Power Plant,"Hyderabad, Telangana",Client Infrastructure Ltd,,2025-02-08,2026-10-01,,20,,,Delayed,Foundation,31.67,36333395455.38,12656479376.91,23676916078.47,34.83,444,20,470,1,0,27,8,12,55,High,0.6325,63.36,95.41,40.51,72.94,0.757,1.014,74.0,Anita Desai,General Manager,2026-01-03,Weather delays,29.63,-24.3,1.4
PROJ01114,Highway Construction - Jaipur Phase 2,Highway Construction,Delhi NCR,Client Group,,2024-12-08,2029-01-16,,50,,,Mobilization,Foundation,16.93,5709542027.86,964246559.94,4745295467.92,16.89,331,41,500,9,5,23,3,13,60,Very Low,0.4251,73.69,97.39,72.99,98.94,0.912,1.147,94.24,Neha Gupta,General Manager,2026-01-02,Stakeholder concerns,13.04,-8.8,14.7
PROJ01115,Shopping Mall - Lucknow Phase 2,Shopping Mall,Delhi NCR,Client Developers,CONT01892,2025-03-24,2027-02-12,,23,,,On Hold,Structural Work,57.12,3200026212.38,1942045302.72,1257980909.66,60.69,48,32,116,5,10,27,15,13,35,High,0.7803,69.2,81.47,58.15,71.36,0.958,1.122,95.1,Neha Gupta,Regional Head,2025-12-31,Environmental clearance pending,55.56,-4.2,12.2
PROJ01116,Office Tower - Hyderabad Phase 2,Office Tower,"Kolkata, West Bengal",Client Infrastructure Ltd,CONT01242,2025-09-29,2027-04-22,,19,,,In Progress,Pre-Construction,23.1,4321384338.48,1070072103.17,3251312235.31,24.76,175,8,397,10,3,13,3,15,94,Low,0.528,82.24,95.24,79.28,96.6,0.881,1.122,80.96,Arun Mehta,VP - Infrastructure,2026-01-06,Environmental clearance pending,23.08,-11.9,12.2
PROJ01117,Commercial Complex - Lucknow Phase 2,Commercial Complex,"Visakhapatnam, Andhra Pradesh",Client Group,CONT00784,2025-01-20,2026-05-15,,16,,,Near Completion,MEP Installation,72.51,167737478.6,122676463.27,45061015.33,73.14,128,31,161,4,11,17,12,4,59,Medium,0.2061,80.34,66.28,55.45,86.94,0.873,1.005,77.05,Priya Singh,CEO,2025-12-31,Weather delays,70.59,-12.7,0.5
PROJ01118,Solar Farm - Kochi Phase 3,Solar Farm,"Indore, Madhya Pradesh",Client Infrastructure Ltd,CONT00135,2024-06-25,2025-08-19,2025-08-21,14,14.1,0.1,Completed,Testing & Commissioning,98.26,1901325638.28,1829679062.52,71646575.77,96.23,91,28,57,10,23,14,13,0,82,Very Low,0.4688,77.4,71.44,62.16,70.6,0.851,1.136,76.07,Arun Mehta,Director - Projects,2026-01-07,Environmental clearance pending,92.86,-14.9,13.6
PROJ01119,Residential Building - Kolkata Phase 2,Residential Building,Delhi NCR,Client Infrastructure Ltd,,2024-03-05,2026-01-24,,23,,,Near Completion,Finishing Work,97.56,1296239590.81,1243291540.98,52948049.83,95.92,131,27,225,5,12,13,12,5,51,Low,0.2989,73.13,80.53,66.65,71.52,1.084,0.986,81.69,Anita Desai,General Manager,2026-01-01,Minor delays expected,92.31,8.4,-1.4
