contract_id,vendor_id,vendor_name,contract_type,project_name,project_type,contract_value_lakhs,duration_months,start_date,planned_end_date,actual_end_date,status,percentage_complete,delivery_status,quality_rating,payment_terms,amount_paid_rs,retention_money_rs,penalty_amount_rs,penalty_reason,num_change_orders,change_order_value_lakhs,compliance_status,risk_level,signed_date,last_inspection_date,total_value_lakhs
CONT00902,VEN00458,Vendor 458,Consultancy,Port Development - Phase 4,Port Development,4704.21,34,2023-02-07,2025-11-23,,Under Review,38.89,Not Started,Good,Bank Guarantee,167342834.93,0.0,0.0,None,0,0.0,Compliant,Low,2022-11-23,,4704.21
CONT00903,VEN01943,Vendor 1943,Time & Material,Industrial Plant - Phase 3,Industrial Plant,1227.61,24,2023-07-07,2025-06-26,,In Progress,95.0,Delayed,Poor,"Advance 20%, Balance 80%",105113136.19,10511313.62,1559090.18,Delay in completion,2,306.28,Minor Issues,High,2023-05-03,2025-10-17,1533.8899999999999
CONT00904,VEN00439,Vendor 439,Design & Build,Hospital - Phase 2,Hospital,64.95,5,2024-01-20,2024-06-18,,In Progress,95.0,Delayed,Average,Net 45 days,6105016.67,610501.67,161760.9,Delay in completion,0,0.0,Compliant,Medium,2023-11-03,2025-12-20,64.95
CONT00905,VEN01914,Vendor 1914,Cost Plus,Data Center - Phase 2,Data Center,5093.93,35,2025-10-03,2028-08-18,,In Progress,5.0,At Risk,Average,30-60-90 day terms,-9457471.16,-945747.12,0.0,None,4,520.43,Compliant,Low,2025-09-13,2025-12-10,5614.360000000001
CONT00906,VEN01829,Vendor 1829,Maintenance,Power Plant - Phase 1,Power Plant,62.46,3,2025-12-08,2026-03-08,,On Hold,65.27,Not Started,Below Average,Milestone Based,4009323.33,0.0,0.0,None,2,10.09,Compliant,Medium,2025-10-18,,72.55
CONT00907,VEN00284,Vendor 284,Supply,School - Phase 5,School,1629.58,36,2023-01-19,2026-01-03,2026-04-10,Completed,100.0,Critical Delay,Average,As per milestones,158334557.49,8147880.83,14368382.83,Non-compliance,3,293.05,Minor Issues,Medium,2022-11-20,2025-10-27,1922.6299999999999
CONT00908,VEN00628,Vendor 628,Maintenance,Data Center - Phase 4,Data Center,937.45,15,2024-02-09,2025-05-04,,On Hold,26.85,Not Started,Excellent,Net 60 days,24823337.79,0.0,0.0,None,0,0.0,Minor Issues,Low,2024-01-07,,937.45
CONT00909,VEN00221,Vendor 221,Turnkey,Bridge Construction - Phase 2,Bridge Construction,2129.9,22,2024-02-22,2025-12-13,,On Hold,60.3,Not Started,Good,Net 45 days,108637947.6,0.0,0.0,None,3,371.62,Minor Issues,Low,2023-12-31,,2501.52
CONT00910,VEN01920,Vendor 1920,Cost Plus,Airport - Phase 4,Airport,427.79,18,2024-11-11,2026-05-05,,Under Review,14.62,Not Started,Excellent,"Advance 10%, Balance on completion",4589435.37,0.0,0.0,None,4,54.16,Non-Compliant,Medium,2024-09-16,,481.95000000000005
CONT00911,VEN00921,Vendor 921,Service,Railway Station - Phase 3,Railway Station,3829.54,33,2024-03-04,2026-11-19,,In Progress,58.23,At Risk,Average,"Advance 10%, Balance on completion",207069147.03,20706914.7,0.0,None,2,947.14,Compliant,Low,2024-02-01,2025-12-01,4776.68
CONT00912,VEN01051,Vendor 1051,Unit Rate,Shopping Mall - Phase 3,Shopping Mall,3883.14,25,2025-09-21,2027-10-11,,Active,17.03,Ahead of Schedule,Average,"Advance 20%, Balance 80%",53039624.72,5303962.47,0.0,None,0,0.0,Minor Issues,Low,2025-07-04,2025-12-06,3883.14
CONT00913,VEN00433,Vendor 433,Service,Power Plant - Phase 5,Power Plant,45.16,11,2024-11-01,2025-09-27,,Awarded,63.88,Not Started,Average,Net 30 days,2679482.13,0.0,0.0,None,3,6.59,Compliant,Low,2024-08-20,,51.75
CONT00914,VEN00092,Vendor 92,Maintenance,Power Plant - Phase 1,Power Plant,664.34,8,2023-04-12,2023-12-08,,Awarded,75.03,Not Started,Below Average,Bank Guarantee,46048229.71,0.0,0.0,None,5,140.84,Compliant,Medium,2023-02-23,,805.1800000000001
CONT00915,VEN00615,Vendor 615,Time & Material,Bus Terminal - Phase 1,Bus Terminal,3673.73,30,2024-07-06,2026-12-23,,Awarded,28.58,Not Started,Good,Net 30 days,96830693.91,0.0,0.0,None,4,275.4,Compliant,Low,2024-06-15,,3949.13
CONT00916,VEN01964,Vendor 1964,Supply,Smart City - Phase 3,Smart City,909.54,19,2025-11-05,2027-05-29,,In Execution,18.42,Ahead of Schedule,Average,30-60-90 day terms,16291391.13,1629139.11,0.0,None,8,62.84,Compliant,Low,2025-09-15,2025-12-17,972.38
CONT00917,VEN01752,Vendor 1752,Consultancy,Wind Farm - Phase 5,Wind Farm,1708.95,32,2024-10-24,2027-06-11,,Active,49.54,On Time,Good,Net 90 days,68476182.74,6847618.27,0.0,None,0,0.0,Compliant,Low,2024-09-06,2025-12-10,1708.95
CONT00918,VEN01347,Vendor 1347,Maintenance,Manufacturing Facility - Phase 3,Manufacturing Facility,915.36,12,2025-01-07,2026-01-02,,Under Review,16.83,Not Started,Below Average,"Advance 10%, Balance on completion",6273368.57,0.0,0.0,None,3,152.84,Compliant,Medium,2024-12-04,,1068.2
CONT00919,VEN01789,Vendor 1789,Supply,Bus Terminal - Phase 1,Bus Terminal,7969.2,41,2024-12-07,2028-04-20,2028-10-02,Completed,100.0,Critical Delay,Good,Net 45 days,757037314.02,39846011.44,45602786.32,Labor shortage,0,0.0,Compliant,Medium,2024-10-18,2025-12-21,7969.2
CONT00920,VEN00730,Vendor 730,Supply,Solar Farm - Phase 2,Solar Farm,270.37,14,2025-11-01,2026-12-26,2026-12-12,Completed,100.0,On Time,Good,"Advance 20%, Balance 80%",26603503.48,1351850.73,0.0,None,4,38.66,Compliant,Low,2025-09-03,2025-12-28,309.03
CONT00921,VEN00697,Vendor 697,Design & Build,Smart City - Phase 4,Smart City,56.12,9,2024-09-30,2025-06-27,,In Progress,95.0,Delayed,Average,Bank Guarantee,4911576.98,491157.7,165005.52,Delay in completion,3,11.89,Minor Issues,Medium,2024-07-14,2025-10-21,68.00999999999999
CONT00922,VEN01579,Vendor 1579,Turnkey,Wind Farm - Phase 3,Wind Farm,279.2,7,2025-09-25,2026-04-23,,Signed,23.17,Not Started,Average,Net 30 days,3710315.93,0.0,0.0,None,5,47.24,Compliant,Low,2025-09-10,,326.44
CONT00923,VEN01986,Vendor 1986,Annual Maintenance Contract,Bus Terminal - Phase 4,Bus Terminal,85.87,12,2025-04-14,2026-04-09,,In Progress,73.91,At Risk,Average,Letter of Credit,5723713.59,572371.36,0.0,None,1,14.06,Compliant,Low,2025-02-18,2025-11-30,99.93
CONT00924,VEN00640,Vendor 640,Lump Sum,Railway Station - Phase 4,Railway Station,87.28,3,2024-04-03,2024-07-02,,In Progress,95.0,Delayed,Average,Net 60 days,8046551.97,804655.2,257759.31,Non-compliance,7,9.05,Compliant,Medium,2024-02-10,2025-11-09,96.33
CONT00925,VEN00047,Vendor 47,Construction,Sewage Treatment Plant - Phase 3,Sewage Treatment Plant,18.38,5,2025-05-17,2025-10-14,,Under Review,17.94,Not Started,Poor,"Advance 20%, Balance 80%",271115.24,0.0,0.0,None,0,0.0,Compliant,Medium,2025-02-17,,18.38
CONT00926,VEN01640,Vendor 1640,Supply,Port Development - Phase 1,Port Development,85.73,11,2025-06-28,2026-05-24,,In Execution,67.19,Ahead of Schedule,Below Average,30-60-90 day terms,5505161.17,550516.12,0.0,None,4,16.55,Compliant,Medium,2025-04-21,2025-12-20,102.28
CONT00927,VEN01348,Vendor 1348,Annual Maintenance Contract,Water Treatment Plant - Phase 1,Water Treatment Plant,18.49,12,2025-11-30,2026-11-25,2027-02-25,Completed,100.0,Critical Delay,Excellent,"Advance 20%, Balance 80%",1773774.13,92441.74,76065.83,Delay in completion,2,2.76,Minor Issues,Medium,2025-11-05,2025-11-19,21.25
CONT00928,VEN00345,Vendor 345,Service,Data Center - Phase 5,Data Center,1415.5,12,2023-04-20,2024-04-14,,On Hold,61.01,Not Started,Excellent,As per milestones,72812351.85,0.0,0.0,None,4,194.24,Non-Compliant,Medium,2023-04-05,,1609.74
CONT00929,VEN01396,Vendor 1396,Lump Sum,Water Treatment Plant - Phase 5,Water Treatment Plant,4105.05,18,2023-03-06,2024-08-27,,In Execution,95.0,Delayed,Good,Bank Guarantee,362603832.24,36260383.22,10519449.12,Quality issues,1,210.71,Non-Compliant,High,2022-12-29,2025-10-18,4315.76
CONT00930,VEN00590,Vendor 590,Maintenance,Port Development - Phase 5,Port Development,1498.6,25,2024-07-04,2026-07-24,,Signed,10.1,Not Started,Excellent,Bank Guarantee,12273547.95,0.0,0.0,None,1,74.16,Compliant,Low,2024-04-06,,1572.76
CONT00931,VEN00246,Vendor 246,Time & Material,Port Development - Phase 2,Port Development,1923.42,19,2025-09-04,2027-03-28,2027-08-20,Completed,100.0,Critical Delay,Good,Net 90 days,187023053.13,9617113.02,12688045.31,Delay in completion,3,355.76,Minor Issues,Medium,2025-08-19,2025-11-09,2279.1800000000003
CONT00932,VEN00220,Vendor 220,Annual Maintenance Contract,Airport - Phase 4,Airport,75.19,4,2023-11-14,2024-03-13,,Under Review,78.41,Not Started,Good,Letter of Credit,5383808.22,0.0,0.0,None,1,4.99,Compliant,Low,2023-10-04,,80.17999999999999
CONT00933,VEN00798,Vendor 798,Annual Maintenance Contract,Airport - Phase 2,Airport,954.23,19,2025-08-30,2027-03-23,,Terminated,10.21,Not Started,Good,Net 30 days,2290231.61,0.0,0.0,None,4,183.32,Compliant,Low,2025-07-20,,1137.55
CONT00934,VEN00847,Vendor 847,Supply,Sewage Treatment Plant - Phase 2,Sewage Treatment Plant,25.94,3,2023-04-14,2023-07-13,,In Execution,95.0,Delayed,Good,"Advance 10%, Balance on completion",2296774.81,229677.48,25995.32,Non-compliance,4,5.53,Non-Compliant,High,2023-02-24,2025-12-11,31.470000000000002
CONT00935,VEN00984,Vendor 984,Consultancy,School - Phase 2,School,31.1,10,2023-10-13,2024-08-08,,On Hold,79.05,Not Started,Average,30-60-90 day terms,2167981.6,0.0,0.0,None,0,0.0,Minor Issues,Low,2023-07-24,,31.1
CONT00936,VEN00522,Vendor 522,Cost Plus,Road Construction - Phase 3,Road Construction,3065.92,21,2023-09-04,2025-05-26,,Active,95.0,Delayed,Poor,Net 45 days,283866805.77,28386680.58,3465249.01,Safety violations,1,736.64,Minor Issues,High,2023-06-08,2025-10-25,3802.56
CONT00937,VEN01888,Vendor 1888,Service,Data Center - Phase 4,Data Center,5151.69,25,2024-02-07,2026-02-26,,In Execution,91.73,At Risk,Good,Milestone Based,462588919.16,46258891.92,0.0,None,0,0.0,Compliant,Low,2023-11-30,2025-11-29,5151.69
CONT00938,VEN01426,Vendor 1426,Maintenance,Stadium - Phase 2,Stadium,702.85,24,2023-12-09,2025-11-28,2026-02-03,Completed,100.0,Critical Delay,Good,Net 90 days,64028069.9,3514263.27,1663249.83,Safety violations,1,90.26,Compliant,Medium,2023-10-13,2025-10-29,793.11
CONT00939,VEN00467,Vendor 467,Design & Build,Hotel - Phase 1,Hotel,192.87,10,2024-08-22,2025-06-18,,Awarded,70.66,Not Started,Good,Progress Payment,12596315.89,0.0,0.0,None,3,8.41,Non-Compliant,Medium,2024-05-29,,201.28
CONT00940,VEN00904,Vendor 904,Cost Plus,Bridge Construction - Phase 2,Bridge Construction,1873.88,15,2025-09-25,2026-12-19,,Terminated,10.82,Not Started,Average,Net 45 days,1697160.05,0.0,0.0,None,2,420.98,Minor Issues,Low,2025-08-30,,2294.86
CONT00941,VEN00698,Vendor 698,Consultancy,Warehouse - Phase 1,Warehouse,32.53,12,2024-08-02,2025-07-28,,Active,95.0,Delayed,Good,Net 60 days,2876398.73,287639.87,91586.29,Delay in completion,2,8.07,Minor Issues,Medium,2024-06-06,2025-12-19,40.6
CONT00942,VEN00182,Vendor 182,Lump Sum,Stadium - Phase 2,Stadium,2110.68,25,2023-12-25,2026-01-13,,Under Review,62.73,Not Started,Average,Net 60 days,131841343.6,0.0,0.0,None,0,0.0,Compliant,Low,2023-12-08,,2110.68
CONT00943,VEN01367,Vendor 1367,Maintenance,Airport - Phase 2,Airport,1936.88,13,2024-12-06,2025-12-31,,On Hold,67.91,Not Started,Good,"Advance 10%, Balance on completion",122606078.86,0.0,0.0,None,3,139.25,Compliant,Low,2024-11-06,,2076.13
CONT00944,VEN01487,Vendor 1487,Cost Plus,Airport - Phase 3,Airport,892.15,15,2023-07-08,2024-09-30,,In Progress,95.0,Delayed,Average,Net 60 days,80527842.82,8052784.28,828305.6,Delay in completion,0,0.0,Compliant,Medium,2023-05-01,2025-12-18,892.15
CONT00945,VEN00174,Vendor 174,Service,Airport - Phase 1,Airport,19.76,6,2025-01-02,2025-07-01,,Terminated,59.96,Not Started,Average,30-60-90 day terms,1079863.41,0.0,0.0,None,5,3.08,Non-Compliant,Medium,2024-10-05,,22.840000000000003
CONT00946,VEN00676,Vendor 676,Turnkey,Metro Rail - Phase 5,Metro Rail,610.56,20,2023-07-22,2025-03-13,,In Progress,95.0,Delayed,Average,"Advance 10%, Balance on completion",56075869.02,5607586.9,632158.55,Labor shortage,3,120.6,Compliant,Medium,2023-05-17,2025-11-24,731.16
CONT00947,VEN00770,Vendor 770,Lump Sum,School - Phase 1,School,1461.39,34,2025-03-24,2028-01-08,,Active,22.93,At Risk,Average,Net 45 days,25322150.72,2532215.07,0.0,None,1,247.59,Minor Issues,Low,2025-02-20,2025-12-25,1708.98
CONT00948,VEN01061,Vendor 1061,Service,Hotel - Phase 2,Hotel,1961.93,13,2023-02-01,2024-02-26,,In Execution,95.0,Delayed,Good,Letter of Credit,184743961.36,18474396.14,3617637.49,Labor shortage,1,189.09,Compliant,Medium,2022-12-26,2025-12-26,2151.02
CONT00949,VEN00876,Vendor 876,Turnkey,Bus Terminal - Phase 2,Bus Terminal,81.1,4,2023-01-13,2023-05-13,,In Progress,95.0,Delayed,Excellent,As per milestones,7190668.52,719066.85,190132.95,Delay in completion,1,4.69,Compliant,Medium,2022-11-16,2025-12-28,85.78999999999999
CONT00950,VEN00068,Vendor 68,Construction,SEZ Development - Phase 1,SEZ Development,3763.53,35,2025-10-07,2028-08-22,2028-10-13,Completed,100.0,Critical Delay,Good,As per milestones,345945108.51,18817670.8,9967741.2,Labor shortage,3,491.44,Minor Issues,Medium,2025-07-28,2025-10-24,4254.97
CONT00951,VEN01327,Vendor 1327,Annual Maintenance Contract,Commercial Complex - Phase 5,Commercial Complex,23.48,8,2024-03-08,2024-11-03,,Awarded,57.05,Not Started,Average,Letter of Credit,1187992.65,0.0,0.0,None,3,1.88,Compliant,Low,2024-02-04,,25.36
CONT00952,VEN01230,Vendor 1230,Time & Material,Stadium - Phase 5,Stadium,542.03,8,2025-02-03,2025-10-01,,In Progress,95.0,Delayed,Good,Bank Guarantee,47219561.12,4721956.11,785184.92,Safety violations,0,0.0,Compliant,Medium,2025-01-16,2025-12-26,542.03
CONT00953,VEN01228,Vendor 1228,Construction,Residential Building - Phase 3,Residential Building,2511.58,32,2024-01-09,2026-08-26,2026-10-27,Completed,100.0,Critical Delay,Average,"Advance 10%, Balance on completion",237846020.86,12557914.76,12612590.36,Non-compliance,0,0.0,Compliant,Medium,2023-11-21,2025-10-27,2511.58
CONT00954,VEN00467,Vendor 467,Annual Maintenance Contract,Solar Farm - Phase 1,Solar Farm,839.42,24,2023-11-01,2025-10-21,,Active,95.0,Delayed,Excellent,Milestone Based,79299736.18,7929973.62,924180.57,Quality issues,2,135.37,Compliant,Medium,2023-09-02,2025-12-29,974.79
CONT00955,VEN01582,Vendor 1582,Unit Rate,SEZ Development - Phase 5,SEZ Development,15.81,7,2025-09-03,2026-04-01,2026-06-10,Completed,100.0,Critical Delay,Good,Letter of Credit,1560989.04,79031.53,147344.48,Labor shortage,3,1.27,Minor Issues,Medium,2025-07-28,2025-10-22,17.080000000000002
CONT00956,VEN01943,Vendor 1943,Turnkey,Shopping Mall - Phase 2,Shopping Mall,440.28,12,2025-07-30,2026-07-25,,Awarded,28.75,Not Started,Good,Net 45 days,12033247.37,0.0,0.0,None,1,77.45,Minor Issues,Low,2025-05-10,,517.73
CONT00957,VEN01171,Vendor 1171,Time & Material,Manufacturing Facility - Phase 3,Manufacturing Facility,242.73,13,2023-08-02,2024-08-26,,In Progress,95.0,Delayed,Average,Letter of Credit,22013777.57,2201377.76,309233.5,Delay in completion,3,9.44,Minor Issues,Medium,2023-05-30,2025-11-24,252.17
CONT00958,VEN01937,Vendor 1937,Time & Material,Wind Farm - Phase 2,Wind Farm,775.26,15,2025-09-13,2026-12-07,,In Progress,23.84,At Risk,Good,30-60-90 day terms,15623799.83,1562379.98,0.0,None,2,48.84,Compliant,Low,2025-08-27,2025-12-21,824.1
CONT00959,VEN00963,Vendor 963,Design & Build,Sewage Treatment Plant - Phase 4,Sewage Treatment Plant,4452.34,28,2023-02-08,2025-05-28,,Active,95.0,Delayed,Average,"Advance 20%, Balance 80%",412222117.18,41222211.72,8000258.14,Labor shortage,4,371.1,Minor Issues,Medium,2023-01-07,2025-11-02,4823.4400000000005
CONT00960,VEN01250,Vendor 1250,Cost Plus,Commercial Complex - Phase 3,Commercial Complex,71.81,3,2024-04-21,2024-07-20,,On Hold,24.32,Not Started,Good,"Advance 20%, Balance 80%",1607315.73,0.0,0.0,None,2,11.13,Minor Issues,Low,2024-03-22,,82.94
CONT00961,VEN00809,Vendor 809,Cost Plus,Port Development - Phase 2,Port Development,1360.23,34,2023-05-22,2026-03-07,,In Execution,93.54,At Risk,Below Average,Net 45 days,119837542.17,11983754.22,0.0,None,2,89.34,Compliant,Medium,2023-04-12,2025-10-29,1449.57
CONT00962,VEN00444,Vendor 444,Service,Wind Farm - Phase 3,Wind Farm,6764.5,50,2025-09-28,2029-11-06,2029-10-28,Completed,100.0,On Time,Below Average,Bank Guarantee,624948380.3,33822507.77,0.0,None,2,1631.54,Non-Compliant,Medium,2025-09-01,2025-11-02,8396.04
CONT00963,VEN01968,Vendor 1968,Lump Sum,Bus Terminal - Phase 4,Bus Terminal,3881.14,28,2025-11-21,2028-03-10,,Active,13.83,On Time,Average,Net 30 days,30911580.46,3091158.05,0.0,None,1,448.1,Compliant,Low,2025-08-31,2025-12-30,4329.24
CONT00964,VEN00501,Vendor 501,Cost Plus,Wind Farm - Phase 3,Wind Farm,732.55,14,2024-05-07,2025-07-01,2025-12-03,Completed,100.0,Critical Delay,Below Average,Net 30 days,66792281.01,3662773.72,3761002.92,Quality issues,2,72.91,Minor Issues,High,2024-04-13,2025-11-22,805.4599999999999
CONT00965,VEN01237,Vendor 1237,Supply,Smart City - Phase 1,Smart City,3557.15,30,2024-04-30,2026-10-17,2027-02-02,Completed,100.0,Critical Delay,Good,Net 90 days,341593413.43,17785769.52,16873723.53,Non-compliance,0,0.0,Compliant,Medium,2024-02-23,2025-12-07,3557.15
CONT00966,VEN00350,Vendor 350,Cost Plus,Metro Rail - Phase 2,Metro Rail,555.27,8,2024-08-04,2025-04-01,,Signed,29.25,Not Started,Good,Net 45 days,15730239.82,0.0,0.0,None,5,99.92,Minor Issues,Low,2024-06-13,,655.1899999999999
CONT00967,VEN00267,Vendor 267,Lump Sum,Hotel - Phase 4,Hotel,1171.41,23,2025-10-26,2027-09-16,,Under Review,26.64,Not Started,Below Average,Progress Payment,26101081.82,0.0,0.0,None,3,35.92,Compliant,Medium,2025-09-27,,1207.3300000000002
CONT00968,VEN01529,Vendor 1529,Service,Hospital - Phase 1,Hospital,4775.39,13,2023-01-08,2024-02-02,,On Hold,35.29,Not Started,Good,Bank Guarantee,164315261.28,0.0,0.0,None,4,125.46,Compliant,Low,2022-10-27,,4900.85
CONT00969,VEN00149,Vendor 149,Annual Maintenance Contract,IT Park - Phase 2,IT Park,25.8,6,2024-07-06,2025-01-02,,Under Review,34.91,Not Started,Average,Letter of Credit,758465.77,0.0,0.0,None,1,1.16,Compliant,Low,2024-04-20,,26.96
CONT00970,VEN00870,Vendor 870,Lump Sum,Data Center - Phase 2,Data Center,985.53,14,2024-04-23,2025-06-17,,Active,95.0,Delayed,Good,Letter of Credit,93576277.07,9357627.71,2919988.31,Labor shortage,3,97.37,Compliant,Medium,2024-01-29,2025-10-25,1082.9
CONT00971,VEN00280,Vendor 280,Design & Build,Commercial Complex - Phase 2,Commercial Complex,43.69,4,2025-08-21,2025-12-19,2026-05-08,Completed,100.0,Critical Delay,Good,As per milestones,4065548.34,218436.17,374751.49,Labor shortage,2,10.85,Compliant,Medium,2025-07-29,2025-11-24,54.54
CONT00972,VEN00586,Vendor 586,Unit Rate,Metro Rail - Phase 1,Metro Rail,2812.43,20,2025-01-03,2026-08-26,,Awarded,62.94,Not Started,Average,Bank Guarantee,150491536.89,0.0,0.0,None,1,460.2,Minor Issues,Low,2024-11-12,,3272.6299999999997
CONT00973,VEN01701,Vendor 1701,Lump Sum,Data Center - Phase 5,Data Center,3984.08,33,2023-05-19,2026-02-02,2026-05-16,Completed,100.0,Critical Delay,Good,Letter of Credit,367191143.19,19920380.22,20210383.99,Labor shortage,6,307.12,Compliant,Medium,2023-04-21,2025-11-24,4291.2
CONT00974,VEN00044,Vendor 44,Lump Sum,Sewage Treatment Plant - Phase 5,Sewage Treatment Plant,977.37,12,2024-12-15,2025-12-10,,On Hold,17.58,Not Started,Average,Net 90 days,14309185.29,0.0,0.0,None,0,0.0,Non-Compliant,Medium,2024-10-10,,977.37
CONT00975,VEN01155,Vendor 1155,Lump Sum,Commercial Complex - Phase 4,Commercial Complex,120.66,23,2023-04-15,2025-03-05,,In Progress,95.0,Delayed,Excellent,Progress Payment,10289864.02,1028986.4,253979.67,Delay in completion,0,0.0,Compliant,Medium,2023-01-19,2025-12-02,120.66
CONT00976,VEN01065,Vendor 1065,Unit Rate,Port Development - Phase 3,Port Development,642.16,17,2024-07-27,2025-12-19,,In Execution,95.0,At Risk,Below Average,Net 30 days,55636934.9,5563693.49,0.0,None,8,135.14,Minor Issues,Medium,2024-05-21,2025-12-16,777.3
CONT00977,VEN00292,Vendor 292,Cost Plus,Stadium - Phase 5,Stadium,126.95,10,2023-08-30,2024-06-25,,Under Review,48.12,Not Started,Excellent,30-60-90 day terms,5770280.92,0.0,0.0,None,3,13.71,Compliant,Low,2023-06-24,,140.66
CONT00978,VEN01291,Vendor 1291,Supply,Railway Station - Phase 2,Railway Station,53.37,9,2025-05-21,2026-02-15,,In Progress,90.89,Ahead of Schedule,Average,Net 45 days,4716416.78,471641.68,0.0,None,0,0.0,Compliant,Low,2025-02-26,2025-12-12,53.37
CONT00979,VEN00493,Vendor 493,Unit Rate,Smart City - Phase 3,Smart City,2087.61,13,2025-10-09,2026-11-03,,In Progress,22.65,At Risk,Good,Net 30 days,33335111.58,3333511.16,0.0,None,2,330.03,Minor Issues,Low,2025-08-06,2025-12-23,2417.6400000000003
CONT00980,VEN00113,Vendor 113,Supply,Railway Station - Phase 4,Railway Station,167.55,12,2024-01-23,2025-01-17,,Active,95.0,Delayed,Excellent,Letter of Credit,15823545.69,1582354.57,117329.49,Safety violations,2,6.17,Minor Issues,Medium,2024-01-02,2025-11-03,173.72
CONT00981,VEN00836,Vendor 836,Service,Bus Terminal - Phase 5,Bus Terminal,62.42,10,2023-08-19,2024-06-14,,In Progress,95.0,Delayed,Good,30-60-90 day terms,5755398.01,575539.8,170991.3,Delay in completion,1,9.85,Compliant,Medium,2023-07-28,2025-11-04,72.27
CONT00982,VEN01814,Vendor 1814,Service,IT Park - Phase 4,IT Park,2646.58,16,2025-03-03,2026-06-26,,Under Review,11.36,Not Started,Average,As per milestones,6981399.96,0.0,0.0,None,3,555.73,Minor Issues,Low,2025-02-10,,3202.31
CONT00983,VEN00330,Vendor 330,Unit Rate,Refinery - Phase 5,Refinery,80.0,3,2023-09-17,2023-12-16,,In Execution,95.0,Delayed,Good,Net 90 days,7440931.32,744093.13,86418.94,Non-compliance,5,19.16,Compliant,Medium,2023-08-12,2025-12-06,99.16
CONT00984,VEN00707,Vendor 707,Design & Build,Road Construction - Phase 4,Road Construction,171.24,6,2024-10-15,2025-04-13,,In Progress,95.0,Delayed,Excellent,Net 60 days,16266600.61,1626660.06,179314.25,Delay in completion,1,35.92,Non-Compliant,High,2024-08-21,2025-12-15,207.16000000000003
