change_order_id,co_number,project_id,contract_id,change_type,change_description,initiator,date_raised,review_start_date,approval_date,rejection_date,implementation_date,closure_date,status,priority,original_contract_value,change_order_value,co_percentage,is_increase,schedule_impact_days,impact_areas,justification,approver,num_revisions,num_documents,rejection_reason,risk_level,contingency_used_pct,notes,processing_days
CO01023,38,PROJ01816,CONT00280,Scope Addition,Scope Addition - Structure,Site Engineer,2024-09-07,2024-09-10,2024-09-18,,2024-10-15,2024-11-17,Closed,High,799324992.65,94514669.7,11.82,True,59,"Cost, Schedule, Scope, Risk",Schedule optimization,Project Director,4,9,,Critical,58.02,,11
CO01024,23,PROJ00523,CONT01146,Quantity Decrease,Quantity Decrease - Structure,Site Engineer,2025-10-21,2025-10-24,,2025-10-29,,,Rejected,Low,4772680782.48,-11289979.98,0.24,False,23,"Cost, Schedule",Schedule optimization,Commercial Manager,4,7,Schedule impact unacceptable,Medium,0.0,Under technical review,8
CO01025,50,PROJ00780,CONT00600,Safety Requirement,Safety Requirement - Building Wing,Site Engineer,2025-03-16,2025-03-21,2025-04-17,,2025-04-20,2025-05-15,Closed,Medium,1648581771.17,68850285.86,4.18,True,-5,"Cost, Schedule, Resources",Site conditions,Project Director,1,8,,Low,77.28,Urgent approval required,32
CO01026,19,PROJ00813,CONT00820,Safety Requirement,Safety Requirement - Facade,Client,2025-12-19,2025-12-22,,,,,Technical Review,Medium,4215349686.65,-23128775.95,0.55,False,19,"Cost, Schedule",Regulatory compliance,Technical Head,4,10,,Low,0.0,Urgent approval required,
CO01027,20,PROJ00676,CONT00989,Safety Requirement,Safety Requirement - Facade,Project Manager,2024-09-08,2024-09-12,2024-09-30,,2024-10-03,2024-10-17,Closed,Medium,1383366326.87,78191566.18,5.65,True,-9,"Cost, Schedule, Resources, Risk",Quality enhancement,Project Director,0,5,,Medium,57.58,Approved with conditions,22
CO01028,26,PROJ01557,CONT01391,Specification Change,Specification Change - Facade,Design Team,2025-06-12,2025-06-13,2025-07-24,,2025-08-04,,Implemented,Critical,184708236.64,95236140.81,51.56,True,7,"Cost, Schedule, Resources, Risk",Schedule optimization,CEO,2,8,,Critical,49.86,,42
CO01029,2,PROJ01872,CONT01477,Specification Change,Specification Change - Facade,Vendor,2025-07-25,2025-07-27,2025-08-28,,,,Approved,Low,2130782420.21,46410858.41,2.18,True,-13,"Cost, Schedule",Site conditions,Project Manager,2,6,,Medium,19.21,Urgent approval required,34
CO01030,18,PROJ00806,CONT00992,Method Change,Method Change - Structure,Regulatory Authority,2024-12-19,2024-12-21,2025-01-02,,,,Approved,High,907689970.54,90999777.29,10.03,True,9,"Cost, Schedule, Risk",Quality enhancement,Commercial Manager,3,4,,Critical,75.27,Client approval pending,14
CO01031,12,PROJ00378,CONT01923,Specification Change,Specification Change - Facade,Client,2025-02-01,2025-02-05,2025-02-09,,2025-02-20,2025-03-28,Closed,Medium,1255968017.55,89780520.61,7.15,True,26,"Cost, Schedule, Resources, Risk",Schedule optimization,Project Manager,4,6,,High,36.07,Cost analysis in progress,8
CO01032,21,PROJ01231,CONT00896,Schedule Change,Schedule Change - Building Wing,Project Manager,2025-05-21,2025-05-24,,,,,Cancelled,Low,1631445098.15,23364836.91,1.43,True,-10,"Cost, Schedule",Quality enhancement,Client Representative,5,2,,Low,0.0,Cost analysis in progress,
CO01033,43,PROJ00808,CONT00262,Schedule Change,Schedule Change - Building Wing,Contractor,2024-09-10,2024-09-14,2024-10-18,,2024-10-26,2024-11-27,Closed,Medium,1260459932.11,66820140.9,5.3,True,-6,"Cost, Schedule, Risk",Risk mitigation,CEO,1,7,,High,59.87,Design team reviewing,38
CO01034,11,PROJ01135,CONT00666,Schedule Change,Schedule Change - Facade,Site Engineer,2025-07-16,2025-07-17,,2025-08-02,,,Rejected,Medium,3438212459.72,1941300.71,0.06,True,30,"Cost, Schedule",Risk mitigation,Project Manager,4,3,Alternative solution available,Low,0.0,Urgent approval required,17
CO01035,4,PROJ00689,CONT01877,Technical Issue,Technical Issue - External Works,Client,2024-12-31,2025-01-03,2025-02-06,,2025-02-16,,Implemented,Low,1611717740.72,-36088078.93,2.24,False,13,"Cost, Schedule",Regulatory compliance,Client Representative,2,9,,Medium,0.0,Under technical review,37
CO01036,30,PROJ01707,CONT01617,Specification Change,Specification Change - MEP System,Site Engineer,2024-09-23,2024-09-24,2024-10-21,,2024-10-31,2024-12-06,Closed,High,1077250107.18,-6592256.0,0.61,False,42,"Cost, Schedule",Regulatory compliance,Technical Head,1,8,,Low,0.0,Under technical review,28
CO01037,16,PROJ01410,CONT00412,Technical Issue,Technical Issue - Facade,Consultant,2024-10-26,2024-10-28,2024-12-07,,2024-12-12,,Implemented,Low,4688061531.51,26946978.06,0.57,True,17,"Cost, Schedule",Design improvement,Commercial Manager,1,2,,Medium,67.9,Approved with conditions,42
CO01038,44,PROJ00377,CONT00648,Design Change,Design Change - MEP System,Consultant,2025-09-03,2025-09-05,,2025-09-18,,,Rejected,High,2281334669.06,-4140565.46,0.18,False,46,"Cost, Schedule, Resources",Schedule optimization,Technical Head,0,3,Scope creep,Low,0.0,Design team reviewing,15
CO01039,31,PROJ00871,CONT01405,Quality Upgrade,Quality Upgrade - MEP System,Site Engineer,2024-12-12,2024-12-14,2025-01-25,,2025-02-22,2025-03-24,Closed,Medium,2533163716.86,111606996.69,4.41,True,13,"Cost, Schedule, Quality",Technical necessity,Commercial Manager,1,6,,Medium,54.04,Approved with conditions,44
CO01040,22,PROJ00537,CONT01990,Scope Reduction,Scope Reduction - Facade,Client,2025-11-30,2025-12-02,2026-01-12,,,,Approved,Medium,649611113.49,-27548767.06,4.24,False,5,"Cost, Schedule, Scope, Resources",Risk mitigation,CEO,5,7,,Low,0.0,Under technical review,43
CO01041,35,PROJ01443,CONT00175,Client Request,Client Request - Interior,Site Engineer,2025-03-18,2025-03-23,2025-04-27,,2025-05-09,2025-06-22,Closed,Low,933985817.34,-5778643.05,0.62,False,2,"Cost, Schedule",Unforeseen circumstances,Client Representative,4,7,,Medium,0.0,Design team reviewing,40
CO01042,37,PROJ01301,CONT01455,Site Condition,Site Condition - External Works,Consultant,2024-07-25,2024-07-26,2024-08-29,,,,Approved,Low,3735296554.45,76388053.14,2.05,True,11,"Cost, Schedule",Risk mitigation,CEO,5,3,,Low,30.95,Cost analysis in progress,35
CO01043,29,PROJ01310,CONT01247,Design Change,Design Change - Structure,Client,2025-02-04,2025-02-05,,2025-03-06,,,Rejected,Medium,3778002535.89,29368135.29,0.78,True,38,"Cost, Schedule",Regulatory compliance,Client Representative,4,8,Scope creep,Low,0.0,Under technical review,30
CO01044,14,PROJ00374,CONT01488,Scope Addition,Scope Addition - Foundation Work,Design Team,2024-10-19,2024-10-24,2024-11-26,,2024-12-25,2025-02-02,Closed,Medium,4259714275.06,21541156.38,0.51,True,15,"Cost, Schedule, Scope, Resources",Technical necessity,Project Manager,4,2,,Low,61.65,Client approval pending,38
CO01045,29,PROJ01707,CONT00216,Value Engineering,Value Engineering - Facade,Client,2024-12-23,2024-12-28,,2025-01-03,,,Rejected,Medium,1646552195.58,34041102.82,2.07,True,12,"Cost, Schedule",Quality enhancement,CEO,2,10,Scope creep,Low,0.0,,11
CO01046,1,PROJ01969,CONT01534,Method Change,Method Change - Foundation Work,Consultant,2024-11-28,2024-12-03,2024-12-10,,2024-12-13,2025-01-02,Closed,Critical,197878435.67,61661980.81,31.16,True,-8,"Cost, Schedule, Resources, Risk",Unforeseen circumstances,Project Manager,1,7,,Critical,18.49,Approved with conditions,12
CO01047,4,PROJ00087,CONT01176,Technical Issue,Technical Issue - MEP System,Contractor,2024-08-10,2024-08-12,2024-09-05,,,,Approved,Medium,3614176412.69,-43592525.33,1.21,False,5,"Cost, Schedule",Schedule optimization,Project Director,2,10,,Medium,0.0,Cost analysis in progress,26
CO01048,26,PROJ00777,CONT01552,Material Substitution,Material Substitution - Structure,Contractor,2025-05-29,2025-05-31,2025-06-18,,2025-07-02,,Implemented,Medium,3482014882.63,26448550.14,0.76,True,8,"Cost, Schedule",Unforeseen circumstances,Project Director,5,7,,Medium,78.28,Approved with conditions,20
CO01049,41,PROJ00186,CONT00752,Quantity Decrease,Quantity Decrease - Structure,Project Manager,2025-10-10,2025-10-15,2025-11-17,,2025-12-08,,Implemented,High,3288241463.44,-43317160.51,1.32,False,37,"Cost, Schedule",Quality enhancement,Project Director,0,8,,Medium,0.0,Cost analysis in progress,38
CO01050,44,PROJ00805,CONT01959,Scope Reduction,Scope Reduction - Interior,Consultant,2024-08-04,2024-08-06,2024-09-14,,2024-10-06,,Implemented,Low,4563966408.94,-24633765.87,0.54,False,-19,"Cost, Schedule, Scope",Cost optimization,Project Manager,1,6,,Low,0.0,Under technical review,41
CO01051,17,PROJ00774,CONT01654,Quantity Increase,Quantity Increase - Building Wing,Regulatory Authority,2025-10-20,2025-10-23,2025-11-09,,2025-11-22,,Implemented,Medium,271313423.49,20202250.52,7.45,True,29,"Cost, Schedule, Resources, Risk",Cost optimization,Project Director,2,3,,Medium,23.22,Urgent approval required,20
CO01052,14,PROJ00278,CONT01005,Scope Addition,Scope Addition - MEP System,Consultant,2024-08-26,2024-08-29,,2024-09-20,,,Rejected,High,2156522288.34,66221998.33,3.07,True,70,"Cost, Schedule, Scope",Technical necessity,Technical Head,4,5,Scope creep,Medium,0.0,Cost analysis in progress,25
CO01053,37,PROJ01898,CONT00045,Client Request,Client Request - Facade,Client,2024-11-04,2024-11-09,,2024-11-29,,,Rejected,High,2526955824.87,-10980840.74,0.43,False,33,"Cost, Schedule",Unforeseen circumstances,Technical Head,4,6,Scope creep,Medium,0.0,Schedule impact being assessed,25
CO01054,49,PROJ01785,CONT00656,Site Condition,Site Condition - Building Wing,Project Manager,2025-02-04,2025-02-05,,2025-02-23,,,Rejected,Low,2734424115.48,83913497.76,3.07,True,22,"Cost, Schedule",Regulatory compliance,Commercial Manager,4,10,Cost too high,Low,0.0,Approved with conditions,19
CO01055,18,PROJ01719,CONT01705,Scope Reduction,Scope Reduction - Foundation Work,Site Engineer,2025-06-07,2025-06-09,2025-07-19,,2025-08-06,,Implemented,Low,2994173334.31,-38480320.88,1.29,False,-26,"Cost, Schedule, Scope, Resources",Quality enhancement,Client Representative,5,5,,Low,0.0,Approved with conditions,42
CO01056,31,PROJ00582,CONT01559,Value Engineering,Value Engineering - Building Wing,Site Engineer,2025-10-02,2025-10-03,2025-10-31,,2025-11-09,2025-12-16,Closed,Low,1239486058.17,-48735688.7,3.93,False,-15,"Cost, Schedule",Client requirement,Client Representative,3,4,,Medium,0.0,Schedule impact being assessed,29
CO01057,3,PROJ01613,CONT00342,Quantity Increase,Quantity Increase - Building Wing,Consultant,2025-05-13,2025-05-17,2025-06-18,,2025-06-25,2025-06-30,Closed,Medium,4482749518.13,93625899.96,2.09,True,31,"Cost, Schedule",Technical necessity,Project Director,5,9,,Medium,16.98,Cost analysis in progress,36
CO01058,24,PROJ00327,CONT00555,Quality Downgrade,Quality Downgrade - External Works,Contractor,2025-11-07,2025-11-09,2025-11-23,,,,Approved,Low,3144782358.89,-36300175.65,1.15,False,4,"Cost, Schedule, Quality, Resources",Risk mitigation,Project Director,4,10,,Medium,0.0,Client approval pending,16
CO01059,17,PROJ01525,CONT00799,Client Request,Client Request - Foundation Work,Consultant,2025-07-09,2025-07-11,2025-07-27,,2025-08-08,,Implemented,High,1928652107.59,98778367.22,5.12,True,38,"Cost, Schedule, Resources, Risk",Technical necessity,CEO,5,5,,Medium,39.35,Under technical review,18
CO01060,40,PROJ01093,CONT01697,Scope Reduction,Scope Reduction - Building Wing,Project Manager,2025-02-28,2025-03-04,2025-03-07,,,,Approved,Medium,1974602357.87,-22717815.55,1.15,False,-6,"Cost, Schedule, Scope",Risk mitigation,CEO,5,4,,Low,0.0,Client approval pending,7
CO01061,3,PROJ01596,CONT00072,Method Change,Method Change - External Works,Project Manager,2024-12-02,2024-12-05,2024-12-21,,,,Approved,Low,4476986306.4,12115686.82,0.27,True,-7,"Cost, Schedule",Risk mitigation,Project Director,2,9,,Medium,52.34,Urgent approval required,19
CO01062,32,PROJ00123,CONT00197,Quality Downgrade,Quality Downgrade - Foundation Work,Design Team,2025-12-25,2025-12-26,,,,,Technical Review,Critical,227384625.47,-24146953.78,10.62,False,24,"Cost, Schedule, Quality, Risk",Client requirement,Client Representative,1,3,,High,0.0,Cost analysis in progress,
CO01063,25,PROJ01108,CONT01666,Scope Reduction,Scope Reduction - Interior,Vendor,2025-10-21,2025-10-24,2025-11-17,,,,Approved,Low,3309921284.1,-25789484.55,0.78,False,-19,"Cost, Schedule, Scope, Resources",Cost optimization,Commercial Manager,0,4,,Low,0.0,,27
CO01064,30,PROJ01709,CONT00013,Quantity Increase,Quantity Increase - MEP System,Project Manager,2024-11-16,2024-11-19,2024-12-11,,,,Approved,Critical,363588538.15,146863761.92,40.39,True,37,"Cost, Schedule, Risk",Design improvement,Project Director,5,8,,High,20.08,Client approval pending,25
CO01065,38,PROJ00440,CONT01867,Quantity Increase,Quantity Increase - External Works,Contractor,2025-08-14,2025-08-19,2025-09-07,,2025-09-19,2025-11-10,Closed,Low,4776314306.93,137510046.82,2.88,True,27,"Cost, Schedule, Resources",Schedule optimization,Commercial Manager,4,2,,Low,57.21,Approved with conditions,24
CO01066,23,PROJ01314,CONT01282,Method Change,Method Change - Building Wing,Project Manager,2025-08-26,2025-08-29,2025-10-07,,2025-10-10,2025-11-27,Closed,Medium,2404591313.03,-38164578.77,1.59,False,14,"Cost, Schedule, Resources",Technical necessity,CEO,2,10,,Medium,0.0,Under technical review,42
CO01067,9,PROJ00783,CONT00076,Specification Change,Specification Change - Building Wing,Contractor,2025-02-13,2025-02-15,,2025-03-15,,,Rejected,Medium,4779904860.69,30553610.53,0.64,True,44,"Cost, Schedule, Resources",Risk mitigation,CEO,2,10,Alternative solution available,Medium,0.0,,30
CO01068,33,PROJ01139,CONT00877,Client Request,Client Request - Foundation Work,Project Manager,2024-09-19,2024-09-22,2024-10-15,,2024-11-01,,Implemented,Low,1958908966.9,-41181885.93,2.1,False,-15,"Cost, Schedule",Client requirement,Client Representative,3,10,,Low,0.0,Under technical review,26
CO01069,32,PROJ01172,CONT00067,Quantity Decrease,Quantity Decrease - Facade,Consultant,2025-10-11,2025-10-16,2025-10-30,,2025-11-14,2025-12-27,Closed,Medium,2242197770.43,-4093380.47,0.18,False,10,"Cost, Schedule, Resources",Regulatory compliance,Client Representative,2,10,,Medium,0.0,Approved with conditions,19
CO01070,3,PROJ00554,CONT00920,Technical Issue,Technical Issue - Foundation Work,Contractor,2025-05-22,2025-05-24,2025-06-07,,2025-07-02,,Implemented,Medium,2913012870.63,29167610.12,1.0,True,5,"Cost, Schedule",Design improvement,Client Representative,1,9,,Low,70.64,Design team reviewing,16
CO01071,1,PROJ01849,CONT00674,Quality Upgrade,Quality Upgrade - External Works,Project Manager,2026-01-04,2026-01-06,,,,,Under Review,Low,398701565.72,7635187.39,1.92,True,18,"Cost, Schedule, Quality",Cost optimization,Technical Head,0,2,,Low,0.0,Under technical review,
CO01072,8,PROJ00249,CONT00517,Regulatory Requirement,Regulatory Requirement - External Works,Client,2025-12-14,2025-12-19,,,,,Technical Review,Medium,2940260792.37,78381094.54,2.67,True,-10,"Cost, Schedule",Regulatory compliance,Commercial Manager,1,9,,Medium,0.0,Urgent approval required,
CO01073,35,PROJ00796,CONT00019,Method Change,Method Change - MEP System,Contractor,2024-10-28,2024-10-29,2024-12-12,,,,Approved,Low,2452141634.37,-11298016.77,0.46,False,0,Cost,Regulatory compliance,Project Director,0,5,,Medium,0.0,Under technical review,45
CO01074,34,PROJ01904,CONT00197,Design Change,Design Change - MEP System,Contractor,2024-12-24,2024-12-27,2025-01-09,,2025-01-12,2025-01-29,Closed,Low,3502084117.9,-541086.68,0.02,False,23,"Cost, Schedule",Client requirement,Client Representative,2,5,,Medium,0.0,Approved with conditions,16
CO01075,29,PROJ00842,CONT00062,Method Change,Method Change - Structure,Site Engineer,2025-03-22,2025-03-26,2025-04-07,,2025-05-02,,Implemented,High,2951822861.01,55608045.24,1.88,True,40,"Cost, Schedule",Site conditions,Client Representative,2,2,,Low,59.44,Under technical review,16
CO01076,10,PROJ01411,CONT01039,Material Substitution,Material Substitution - Interior,Project Manager,2024-07-30,2024-08-01,,,,,Cancelled,Low,2289017960.6,88366374.11,3.86,True,-12,"Cost, Schedule",Design improvement,Project Manager,4,3,,Medium,0.0,Schedule impact being assessed,
CO01077,9,PROJ01411,CONT00666,Value Engineering,Value Engineering - Foundation Work,Design Team,2025-06-23,2025-06-27,2025-07-01,,,,Approved,High,2116770579.12,-26034585.44,1.23,False,44,"Cost, Schedule",Technical necessity,Technical Head,0,10,,Low,0.0,Design team reviewing,8
CO01078,8,PROJ00220,CONT01125,Client Request,Client Request - Building Wing,Consultant,2025-02-05,2025-02-09,,2025-02-13,,,Rejected,Medium,1795162687.2,-47315162.1,2.64,False,27,"Cost, Schedule",Client requirement,Client Representative,1,2,Not justified,Medium,0.0,Approved with conditions,8
CO01079,6,PROJ00049,CONT00111,Material Substitution,Material Substitution - Facade,Project Manager,2024-07-21,2024-07-23,2024-08-09,,2024-08-16,2024-09-26,Closed,Low,802288907.36,-37000111.83,4.61,False,-25,"Cost, Schedule",Site conditions,Client Representative,0,6,,Medium,0.0,Urgent approval required,19
CO01080,28,PROJ01020,CONT01507,Client Request,Client Request - External Works,Design Team,2025-05-22,2025-05-25,,2025-06-05,,,Rejected,Medium,4783029416.9,65785580.75,1.38,True,31,"Cost, Schedule, Resources",Client requirement,Project Manager,5,4,Schedule impact unacceptable,Medium,0.0,Approved with conditions,14
CO01081,41,PROJ00449,CONT01746,Quantity Decrease,Quantity Decrease - Structure,Client,2025-09-19,2025-09-21,2025-10-15,,2025-11-02,,Implemented,Medium,3147992223.74,-17979022.11,0.57,False,-15,"Cost, Schedule",Technical necessity,Technical Head,3,3,,Medium,0.0,Approved with conditions,26
CO01082,11,PROJ01096,CONT00347,Method Change,Method Change - External Works,Contractor,2025-08-30,2025-08-31,2025-10-08,,2025-10-23,,Implemented,Low,4147645775.59,50226775.88,1.21,True,-4,"Cost, Schedule, Resources",Cost optimization,CEO,3,4,,Low,29.32,Under technical review,39
CO01083,40,PROJ01959,CONT01898,Value Engineering,Value Engineering - Structure,Vendor,2024-08-02,2024-08-06,2024-08-14,,2024-09-07,,Implemented,Medium,4295670351.66,-9565625.57,0.22,False,24,"Cost, Schedule",Unforeseen circumstances,Client Representative,2,2,,Low,0.0,Approved with conditions,12
CO01084,7,PROJ01997,CONT01911,Technical Issue,Technical Issue - MEP System,Vendor,2025-03-04,2025-03-06,,2025-03-18,,,Rejected,Medium,4870416139.91,-31166889.26,0.64,False,5,"Cost, Schedule, Resources",Technical necessity,CEO,3,10,Schedule impact unacceptable,Low,0.0,Client approval pending,14
CO01085,41,PROJ00178,CONT00689,Client Request,Client Request - External Works,Site Engineer,2025-01-07,2025-01-11,2025-01-31,,,,Approved,Medium,901772050.92,-11483313.62,1.27,False,35,"Cost, Schedule, Resources",Site conditions,Project Director,5,9,,Low,0.0,Under technical review,24
CO01086,30,PROJ01088,CONT00301,Quality Downgrade,Quality Downgrade - Building Wing,Regulatory Authority,2025-05-12,2025-05-17,2025-06-20,,2025-07-18,2025-08-03,Closed,Medium,1602942701.46,-18193432.33,1.14,False,22,"Cost, Schedule, Quality",Risk mitigation,Technical Head,3,10,,Low,0.0,Approved with conditions,39
