po_number,vendor_id,vendor_name,contract_id,item_category,item_description,quantity_ordered,quantity_delivered,unit,unit_price,total_amount,gst_rate,gst_amount,discount_pct,discount_amount,total_with_gst,final_amount,amount_paid,outstanding_amount,po_date,acknowledgment_date,expected_delivery_date,actual_delivery_date,days_to_deliver,delay_days,po_status,delivery_status,quality_rating,payment_terms,delivery_terms,incoterms,delivery_location,priority,amendment_count,compliance_status,buyer_name,approver_name,cancellation_reason,notes,delivery_completion_pct,payment_completion_pct
PO00929,VEN01207,Vendor 1207,,False Ceiling,False Ceiling - Grade Standard,40,4,MT,9675.05,387001.9,5,19350.1,0.0,0.0,406352.0,406352.0,0.0,406352.0,2025-02-23,2025-02-28,2025-08-08,,,0,Delayed,Delayed,Not Rated,Cash on Delivery,DAP,FOB,Warehouse - Pune,Low,3,Pending,Purchase Manager,Vice President,,Urgent delivery required,10.0,0.0
PO00930,VEN01892,Vendor 1892,CONT00452,LED Lights,LED Lights - Grade Premium,1993,0,Square Meter,7909.81,15764250.51,0,0.0,0.0,0.0,15764250.51,15764250.51,0.0,15764250.51,2025-12-12,2025-12-19,2026-05-22,,,0,Issued,Not Started,Not Rated,Against Delivery,Delivered to Site,EXW,Main Office,Low,3,Pending,Site Engineer,CFO,,Amendment requested,0.0,0.0
PO00931,VEN01735,Vendor 1735,,Transformers,Transformers - Grade B,145,0,Pieces,109495.04,15876781.07,5,793839.05,0.0,0.0,16670620.13,16670620.13,0.0,16670620.13,2025-12-29,2025-12-30,2026-05-18,,,0,In Progress,Not Started,Not Rated,Progress Payment,DAP,CIF,Factory - Gujarat,High,1,Pending,Contracts Manager,CFO,,Partial delivery acceptable,0.0,0.0
PO00932,VEN00972,Vendor 972,CONT01503,Transformers,Transformers - Grade A,2989,2989,Quintal,106168.92,317338908.67,5,15866945.43,0.0,0.0,333205854.11,333205854.11,333205854.11,0.0,2024-08-03,2024-08-06,2025-01-06,2025-01-18,168.0,12,Completed,Delivered,Good,Net 90 days,Delivered to Site,EXW,Factory - Gujarat,Low,1,Minor Issues,Procurement Head,General Manager,,As per contract terms,100.0,100.0
PO00933,VEN00942,Vendor 942,CONT00353,Gypsum Boards,Gypsum Boards - Grade B,8636,0,Truckloads,7022.45,60645845.11,5,3032292.26,0.0,0.0,63678137.36,63678137.36,0.0,63678137.36,2025-12-26,2026-01-01,2026-06-19,,,0,Acknowledged,Not Started,Not Rated,Net 45 days,Delivered to Site,DDP,Site A - Mumbai,Low,1,Pending,Site Engineer,Senior Manager,,Amendment requested,0.0,0.0
PO00934,VEN00597,Vendor 597,CONT00496,Switches,Switches - Grade Standard,7796,7796,Loads,1607.71,12533705.95,12,1504044.71,8.69,1088874.09,14037750.67,12948876.58,12948876.58,0.0,2024-09-02,2024-09-05,2025-01-29,2025-01-17,137.0,0,Completed,Delivered,Good,Net 90 days,Door Delivery,DDP,Main Office,Low,1,Compliant,Procurement Head,General Manager,,Amendment requested,100.0,100.0
PO00935,VEN00224,Vendor 224,CONT01599,Solar Panels,Solar Panels - Grade C,71,71,Cubic Meter,83165.4,5904743.19,0,0.0,0.0,0.0,5904743.19,5904743.19,5422085.74,482657.45,2025-01-11,2025-01-12,2025-05-22,2025-05-21,130.0,0,Completed,Delivered,Average,"Advance 20%, Balance 80%",Door Delivery,DAP,Main Office,Medium,0,Compliant,Procurement Head,Senior Manager,,As per contract terms,100.0,91.83
PO00936,VEN01071,Vendor 1071,CONT01150,Sanitary Ware,Sanitary Ware - Grade C,91,91,Cubic Meter,1322.56,120353.21,5,6017.66,0.0,0.0,126370.87,126370.87,126370.87,0.0,2025-06-20,2025-06-21,2025-07-24,2025-09-11,83.0,49,Delivered,Delayed,Good,Against Delivery,FOB,DAP,Project Site,Medium,1,Compliant,Project Manager,Senior Manager,,As per contract terms,100.0,100.0
PO00937,VEN00332,Vendor 332,CONT00388,Air Conditioners,Air Conditioners - Grade Standard,3297,0,Square Meter,7846.34,25869397.65,18,4656491.58,0.0,0.0,30525889.22,30525889.22,7028331.19,23497558.03,2025-11-25,2025-11-28,2025-12-28,,,0,In Progress,In Transit,Not Rated,Net 60 days,DAP,CIF,Warehouse - Pune,Medium,1,Pending,Contracts Manager,Vice President,,Amendment requested,0.0,23.02
PO00938,VEN01936,Vendor 1936,CONT01301,Electrical Cables,Electrical Cables - Grade A,753,0,Bags,9022.79,6794157.41,18,1222948.33,0.0,0.0,8017105.75,8017105.75,0.0,8017105.75,2024-12-02,,2025-04-05,,,0,Cancelled,Cancelled,Not Rated,Progress Payment,Ex-Factory,CIF,Site B - Delhi,Medium,0,Pending,Purchase Manager,CFO,Budget Constraints,Complete delivery in one lot,0.0,0.0
PO00939,VEN00780,Vendor 780,CONT01836,Waterproofing Membrane,Waterproofing Membrane - Grade Standard,314,55,Nos,7886.83,2476465.91,28,693410.45,3.83,94827.03,3169876.36,3075049.34,819270.02,2255779.32,2024-08-06,2024-08-10,2024-10-25,,,0,Delayed,Delayed,Not Rated,Progress Payment,Delivered to Site,CIF,Site C - Bangalore,Medium,0,Pending,Materials Manager,Vice President,,Urgent delivery required,17.52,26.64
PO00940,VEN01763,Vendor 1763,CONT00944,Plumbing Fixtures,Plumbing Fixtures - Grade C,9160,9160,Bags,7754.08,71027388.34,18,12784929.9,6.88,4887161.76,83812318.24,78925156.49,78925156.49,0.0,2025-05-02,2025-05-03,2025-07-11,2025-07-28,87.0,17,Delivered,Delivered,Good,Cash on Delivery,Delivered to Site,EXW,Main Office,Low,3,Compliant,Materials Manager,General Manager,,Urgent delivery required,100.0,100.0
PO00941,VEN00740,Vendor 740,CONT00066,False Ceiling,False Ceiling - Grade B,78,40,Ton,2875.6,224297.14,28,62803.2,6.54,14662.65,287100.34,272437.68,129510.9,142926.78,2024-09-25,2024-10-01,2024-12-14,2025-01-30,127.0,47,Partially Delivered,Delayed,Good,30-60-90 days,FCA,DDP,Site A - Mumbai,High,3,Pending,Contracts Manager,Senior Manager,,Quality inspection mandatory,51.28,47.54
PO00942,VEN00864,Vendor 864,,Waterproofing Membrane,Waterproofing Membrane - Grade C,24,24,Bags,6613.54,158725.03,28,44443.01,0.0,0.0,203168.04,203168.04,203168.04,0.0,2025-01-20,2025-01-26,2025-02-24,2025-03-10,49.0,14,Delivered,Delivered,Below Average,Net 60 days,Ex-Factory,EXW,Distribution Center,Low,1,Compliant,Contracts Manager,Director,,Vendor confirmed delivery,100.0,100.0
PO00943,VEN00386,Vendor 386,,Cranes,Cranes - Grade A,7888,7888,MT,4070.94,32111571.11,5,1605578.56,8.54,2741339.26,33717149.66,30975810.4,22078880.51,8896929.89,2025-03-31,2025-04-02,2025-06-11,2025-07-21,112.0,40,Delivered,Delayed,Average,LC at Sight,Ex-Works,DDP,Project Site,Medium,0,Compliant,Site Engineer,Director,,Vendor confirmed delivery,100.0,71.28
PO00944,VEN01955,Vendor 1955,,LED Lights,LED Lights - Grade Premium,5662,5662,Pieces,876.09,4960395.94,12,595247.51,0.0,0.0,5555643.46,5555643.46,4147950.32,1407693.13,2025-02-09,2025-02-13,2025-04-04,2025-04-17,67.0,13,Completed,Delivered,Average,Cash on Delivery,FOB,DAP,Main Office,Medium,2,Compliant,Project Manager,Director,,As per contract terms,100.0,74.66
PO00945,VEN01733,Vendor 1733,,Switches,Switches - Grade Premium,3956,3956,Nos,7557.25,29896475.75,0,0.0,0.0,0.0,29896475.75,29896475.75,25330950.91,4565524.84,2025-09-25,2025-09-29,2025-12-08,2026-01-27,124.0,50,Completed,Delayed,Poor,Against Delivery,Ex-Factory,DAP,Factory - Gujarat,High,3,Compliant,Site Engineer,Director,,Partial delivery acceptable,100.0,84.73
PO00946,VEN01891,Vendor 1891,CONT00689,Sand,Sand - Grade Premium,659,659,Cubic Meter,4463.06,2941157.03,0,0.0,9.62,282884.78,2941157.03,2658272.25,2658272.25,0.0,2025-08-31,2025-09-03,2026-01-15,2026-01-29,151.0,14,Delivered,Delivered,Average,Progress Payment,Door Delivery,EXW,Site C - Bangalore,Medium,0,Compliant,Procurement Head,Senior Manager,,Vendor confirmed delivery,100.0,100.0
PO00947,VEN01245,Vendor 1245,CONT00821,Wiring,Wiring - Grade C,447,447,Quintal,1411.89,631116.96,12,75734.03,5.53,34916.59,706850.99,671934.4,518269.31,153665.09,2025-04-29,2025-04-30,2025-08-02,2025-07-26,88.0,0,Completed,Delivered,Excellent,"Advance 30%, Balance 70%",DAP,EXW,Main Office,Medium,0,Compliant,Site Engineer,Senior Manager,,Vendor confirmed delivery,100.0,77.13
PO00948,VEN00461,Vendor 461,CONT00174,Concrete,Concrete - Grade B,95,0,Bundles,1517.79,144189.87,28,40373.16,0.0,0.0,184563.03,184563.03,53890.36,130672.67,2025-12-21,2025-12-25,2026-05-04,,,0,In Progress,Not Started,Not Rated,Bank Guarantee,Ex-Works,DAP,Factory - Gujarat,Medium,2,Pending,Purchase Manager,Director,,As per contract terms,0.0,29.2
PO00949,VEN01404,Vendor 1404,CONT01523,Bricks,Bricks - Grade Standard,217,112,Quintal,5715.28,1240215.99,0,0.0,5.54,68723.2,1240215.99,1171492.79,552023.13,619469.66,2025-04-29,2025-05-03,2025-09-07,2025-10-23,177.0,46,Partially Delivered,Delayed,Good,Net 30 days,FCA,CIF,Project Site,Medium,1,Pending,Procurement Head,Project Director,,Quality inspection mandatory,51.61,47.12
PO00950,VEN00765,Vendor 765,CONT00116,Copper Pipes,Copper Pipes - Grade C,50,50,Cubic Meter,2515.95,125797.73,18,22643.59,0.0,0.0,148441.32,148441.32,115643.52,32797.8,2024-12-16,2024-12-23,2025-05-28,2025-06-09,175.0,12,Delivered,Delivered,Average,"Advance 20%, Balance 80%",FCA,FOB,Site A - Mumbai,Medium,0,Compliant,Project Manager,General Manager,,Partial delivery acceptable,100.0,77.91
PO00951,VEN00560,Vendor 560,CONT01413,Escalators,Escalators - Grade C,420,420,Units,700940.78,294395125.68,5,14719756.28,7.32,21550448.26,309114881.96,287564433.7,287564433.7,0.0,2024-08-07,2024-08-08,2024-09-30,2024-09-24,48.0,0,Completed,Delivered,Excellent,"Advance 30%, Balance 70%",CIF,CIF,Site A - Mumbai,Medium,0,Compliant,Site Engineer,CFO,,,100.0,100.0
PO00952,VEN01347,Vendor 1347,CONT00741,Aluminum,Aluminum - Grade B,14,0,Feet,7264.28,101699.94,18,18305.99,0.0,0.0,120005.93,120005.93,29720.17,90285.76,2024-07-20,2024-07-24,2024-09-19,,,0,On Hold,On Hold,Not Rated,30-60-90 days,CIF,DAP,Main Office,Medium,1,Pending,Contracts Manager,Vice President,,Amendment requested,0.0,24.77
PO00953,VEN00878,Vendor 878,CONT00095,Concrete,Concrete - Grade A,55,0,Loads,1267.46,69710.48,5,3485.52,0.0,0.0,73196.0,73196.0,0.0,73196.0,2025-12-28,2026-01-01,2026-05-23,,,0,Acknowledged,Not Started,Not Rated,Net 30 days,Door Delivery,EXW,Site B - Delhi,Medium,0,Pending,Procurement Head,Vice President,,Quality inspection mandatory,0.0,0.0
PO00954,VEN01275,Vendor 1275,CONT01317,Wiring,Wiring - Grade C,286,286,Feet,3955.9,1131388.69,0,0.0,0.0,0.0,1131388.69,1131388.69,1131388.69,0.0,2025-01-19,2025-01-24,2025-05-15,2025-07-02,164.0,48,Completed,Delayed,Excellent,Bank Guarantee,Ex-Factory,FOB,Warehouse - Pune,Low,1,Compliant,Project Manager,Director,,Awaiting quality approval,100.0,100.0
PO00955,VEN00219,Vendor 219,,HVAC Units,HVAC Units - Grade Premium,612,87,Meters,2564448.74,1569442628.82,5,78472131.44,0.0,0.0,1647914760.27,1647914760.27,236447887.02,1411466873.25,2024-08-18,2024-08-24,2024-11-09,,,0,On Hold,On Hold,Not Rated,"Advance 20%, Balance 80%",FOB,CIF,Site B - Delhi,Medium,1,Pending,Materials Manager,Senior Manager,,Complete delivery in one lot,14.22,14.35
PO00956,VEN00609,Vendor 609,CONT01815,Solar Panels,Solar Panels - Grade B,73,73,Bags,164996.48,12044743.21,18,2168053.78,7.47,900173.82,14212796.99,13312623.17,10639388.96,2673234.21,2025-09-15,2025-09-19,2025-11-02,2025-10-31,46.0,0,Delivered,On Time,Good,"Advance 20%, Balance 80%",Door Delivery,CIF,Site A - Mumbai,Medium,1,Minor Issues,Purchase Manager,Project Director,,Awaiting quality approval,100.0,79.92
PO00957,VEN00642,Vendor 642,CONT01158,Solar Panels,Solar Panels - Grade Standard,1089,0,Pieces,70094.71,76333139.81,5,3816656.99,0.0,0.0,80149796.8,80149796.8,19077178.53,61072618.27,2026-01-03,2026-01-06,2026-02-09,,,0,In Progress,Not Started,Not Rated,Against Delivery,DDP,DAP,Site C - Bangalore,Low,0,Pending,Site Engineer,Director,,Quality inspection mandatory,0.0,23.8
PO00958,VEN01355,Vendor 1355,CONT00989,Bricks,Bricks - Grade Premium,52,0,Nos,7453.99,387607.23,5,19380.36,0.0,0.0,406987.6,406987.6,0.0,406987.6,2025-11-16,2025-11-20,2026-03-22,,,0,In Progress,In Transit,Not Rated,Progress Payment,Ex-Factory,CIF,Site B - Delhi,Medium,0,Pending,Procurement Head,Vice President,,,0.0,0.0
PO00959,VEN00234,Vendor 234,CONT01195,HVAC Units,HVAC Units - Grade A,9307,9307,Truckloads,2646789.4,24633668929.32,12,2956040271.52,0.0,0.0,27589709200.83,27589709200.83,21238277754.12,6351431446.71,2025-04-23,2025-04-30,2025-10-17,2025-10-09,169.0,0,Completed,Delivered,Good,Net 60 days,CIF,DAP,Site B - Delhi,Medium,3,Compliant,Materials Manager,Project Director,,,100.0,76.98
PO00960,VEN01358,Vendor 1358,,Cement,Cement - Grade Premium,3588,3588,Pieces,1920.88,6892130.29,0,0.0,0.0,0.0,6892130.29,6892130.29,5852596.29,1039534.0,2025-10-02,2025-10-04,2026-02-13,2026-03-16,165.0,31,Completed,Delayed,Average,Bank Guarantee,Ex-Works,DAP,Site B - Delhi,Medium,1,Compliant,Project Manager,Vice President,,Partial delivery acceptable,100.0,84.92
PO00961,VEN01077,Vendor 1077,CONT01456,Gypsum Boards,Gypsum Boards - Grade Standard,84,0,Quintal,5045.95,423859.94,18,76294.79,4.78,20279.46,500154.73,479875.27,0.0,479875.27,2025-06-08,,2025-07-11,,,0,Cancelled,Cancelled,Not Rated,Cash on Delivery,Ex-Works,FOB,Warehouse - Pune,Low,2,Pending,Purchase Manager,Project Director,Duplicate Order,Quality inspection mandatory,0.0,0.0
PO00962,VEN00963,Vendor 963,CONT01080,MCBs,MCBs - Grade C,886,886,Ton,6758.3,5987852.27,28,1676598.63,0.0,0.0,7664450.9,7664450.9,7664450.9,0.0,2025-05-03,2025-05-10,2025-10-01,2025-11-21,202.0,51,Delivered,Delayed,Average,Progress Payment,DDP,DDP,Site B - Delhi,Medium,3,Compliant,Purchase Manager,Senior Manager,,Complete delivery in one lot,100.0,100.0
PO00963,VEN01501,Vendor 1501,CONT01295,Mild Steel,Mild Steel - Grade B,51,1,Sets,8352.91,425998.2,5,21299.91,0.0,0.0,447298.11,447298.11,125067.26,322230.85,2025-04-03,2025-04-04,2025-05-20,,,0,On Hold,On Hold,Not Rated,Cash on Delivery,DAP,DAP,Factory - Gujarat,Low,3,Pending,Contracts Manager,Director,,Urgent delivery required,1.96,27.96
PO00964,VEN00249,Vendor 249,CONT00810,Glass,Glass - Grade Standard,233,233,Nos,1028.78,239705.42,18,43146.98,0.0,0.0,282852.39,282852.39,282852.39,0.0,2025-02-15,2025-02-20,2025-05-15,2025-05-31,105.0,16,Delivered,Delivered,Excellent,Bank Guarantee,Delivered to Site,EXW,Main Office,Medium,0,Compliant,Procurement Head,Senior Manager,,,100.0,100.0
PO00965,VEN00952,Vendor 952,,PVC Pipes,PVC Pipes - Grade A,81,81,Sets,3353.36,271622.01,0,0.0,0.0,0.0,271622.01,271622.01,271622.01,0.0,2024-08-29,2024-09-02,2024-11-15,2024-11-08,71.0,0,Completed,Delivered,Below Average,Net 90 days,Ex-Factory,CIF,Warehouse - Pune,High,1,Compliant,Contracts Manager,Director,,Urgent delivery required,100.0,100.0
PO00966,VEN01447,Vendor 1447,CONT00626,Reinforcement Steel,Reinforcement Steel - Grade B,92,92,Truckloads,4176.77,384262.61,5,19213.13,0.0,0.0,403475.74,403475.74,362210.53,41265.21,2025-05-16,2025-05-18,2025-06-30,2025-07-25,70.0,25,Delivered,Delivered,Good,Net 30 days,CIF,EXW,Main Office,Low,0,Compliant,Materials Manager,Vice President,,Urgent delivery required,100.0,89.77
PO00967,VEN00323,Vendor 323,CONT00502,Pumps,Pumps - Grade C,2260,2260,Meters,6716.25,15178715.59,28,4250040.36,0.0,0.0,19428755.95,19428755.95,19428755.95,0.0,2025-10-05,2025-10-08,2025-12-04,2026-01-01,88.0,28,Delivered,Delivered,Good,"Advance 20%, Balance 80%",FOB,EXW,Site B - Delhi,Medium,0,Minor Issues,Project Manager,CFO,,Amendment requested,100.0,100.0
PO00968,VEN00080,Vendor 80,CONT01702,LED Lights,LED Lights - Grade B,5457,5457,Square Meter,6707.23,36601368.98,0,0.0,0.0,0.0,36601368.98,36601368.98,36601368.98,0.0,2024-12-08,2024-12-14,2025-01-26,2025-03-01,83.0,34,Delivered,Delayed,Good,"Advance 20%, Balance 80%",Ex-Works,EXW,Factory - Gujarat,Medium,0,Compliant,Purchase Manager,Director,,Awaiting quality approval,100.0,100.0
PO00969,VEN01229,Vendor 1229,,Paint,Paint - Grade Standard,54,38,Nos,331.3,17890.23,28,5009.27,3.53,632.42,22899.5,22267.08,13457.08,8810.0,2025-10-03,2025-10-09,2025-11-18,2025-12-02,60.0,14,Partially Delivered,Partially Delivered,Average,Net 60 days,DAP,CIF,Main Office,Low,0,Pending,Purchase Manager,Vice President,,Awaiting quality approval,70.37,60.43
PO00970,VEN00392,Vendor 392,CONT00615,Scaffolding,Scaffolding - Grade Standard,617,78,Liters,1115.02,687969.45,28,192631.45,0.0,0.0,880600.89,880600.89,151810.54,728790.35,2024-09-10,2024-09-13,2025-01-12,,,0,Delayed,Delayed,Not Rated,Net 30 days,Door Delivery,DAP,Factory - Gujarat,Medium,0,Pending,Purchase Manager,Senior Manager,,As per contract terms,12.64,17.24
PO00971,VEN01136,Vendor 1136,CONT00043,Elevators,Elevators - Grade C,5177,3828,Meters,3351207.09,17349199100.61,28,4857775748.17,9.91,1719230957.09,22206974848.79,20487743891.69,13412803755.96,7074940135.73,2025-07-23,2025-07-30,2026-01-12,2026-02-27,219.0,46,Partially Delivered,Delayed,Not Rated,Net 30 days,DDP,EXW,Project Site,Medium,3,Pending,Project Manager,CFO,,Quality inspection mandatory,73.94,65.47
PO00972,VEN01720,Vendor 1720,CONT00830,MCBs,MCBs - Grade A,9501,0,Liters,7644.02,72625824.38,28,20335230.83,0.0,0.0,92961055.2,92961055.2,0.0,92961055.2,2026-01-02,2026-01-05,2026-02-10,,,0,Issued,Not Started,Not Rated,Progress Payment,Door Delivery,DAP,Factory - Gujarat,Medium,0,Pending,Contracts Manager,Senior Manager,,Awaiting quality approval,0.0,0.0
PO00973,VEN01058,Vendor 1058,CONT00881,Elevators,Elevators - Grade Standard,78,78,Units,3651260.34,284798306.91,0,0.0,8.93,25439024.8,284798306.91,259359282.11,244016491.96,15342790.14,2025-09-19,2025-09-24,2026-02-13,2026-02-04,138.0,0,Completed,Delivered,Excellent,"Advance 20%, Balance 80%",Ex-Factory,FOB,Distribution Center,Low,0,Compliant,Materials Manager,Senior Manager,,Awaiting quality approval,100.0,94.08
PO00974,VEN00984,Vendor 984,CONT00858,Ventilation Systems,Ventilation Systems - Grade C,9446,0,Units,3905.16,36888127.28,12,4426575.27,0.0,0.0,41314702.55,41314702.55,0.0,41314702.55,2025-12-17,2025-12-20,2026-02-09,,,0,In Progress,Not Started,Not Rated,Against Delivery,Ex-Works,CIF,Project Site,Urgent,0,Pending,Site Engineer,Senior Manager,,Urgent delivery required,0.0,0.0
PO00975,VEN01809,Vendor 1809,CONT01898,PVC Pipes,PVC Pipes - Grade C,4201,4201,Pieces,3177.58,13349013.68,5,667450.68,8.0,1067269.61,14016464.37,12949194.76,12949194.76,0.0,2024-08-28,2024-08-30,2024-12-23,2024-12-30,124.0,7,Delivered,Delivered,Average,LC at Sight,CIF,DAP,Site A - Mumbai,High,1,Minor Issues,Materials Manager,Project Director,,Vendor confirmed delivery,100.0,100.0
PO00976,VEN00115,Vendor 115,CONT01398,Aluminum,Aluminum - Grade Standard,2752,2752,Bags,6328.93,17417219.74,5,870860.99,0.0,0.0,18288080.72,18288080.72,18288080.72,0.0,2024-07-29,2024-08-03,2024-09-15,2024-10-01,64.0,16,Delivered,Delivered,Average,LC at Sight,Door Delivery,FOB,Site B - Delhi,High,0,Compliant,Materials Manager,Director,,Quality inspection mandatory,100.0,100.0
PO00977,VEN01742,Vendor 1742,CONT00900,Waterproofing Membrane,Waterproofing Membrane - Grade Standard,407,407,MT,8610.58,3504505.41,5,175225.27,9.23,323452.45,3679730.68,3356278.23,3356278.23,0.0,2025-03-11,2025-03-12,2025-08-16,2025-09-14,187.0,29,Completed,Delivered,Good,Bank Guarantee,FOB,CIF,Main Office,Medium,1,Compliant,Purchase Manager,Senior Manager,,Complete delivery in one lot,100.0,100.0
PO00978,VEN00433,Vendor 433,CONT00529,HVAC Units,HVAC Units - Grade Standard,293,293,Quintal,1382793.18,405158401.93,12,48619008.23,0.0,0.0,453777410.16,453777410.16,453777410.16,0.0,2025-10-25,2025-10-29,2026-01-01,2026-02-16,114.0,46,Completed,Delayed,Average,Cash on Delivery,FOB,DAP,Distribution Center,Low,2,Compliant,Materials Manager,CFO,,Awaiting quality approval,100.0,100.0
PO00979,VEN00355,Vendor 355,CONT01824,Reinforcement Steel,Reinforcement Steel - Grade Premium,41,26,Truckloads,2723.16,111649.75,18,20096.95,8.87,9902.8,131746.7,121843.9,70891.32,50952.59,2024-08-24,2024-08-28,2025-01-27,2025-02-11,171.0,15,Partially Delivered,Partially Delivered,Average,Progress Payment,FCA,CIF,Site A - Mumbai,Low,2,Pending,Contracts Manager,Project Director,,Partial delivery acceptable,63.41,58.18
PO00980,VEN00976,Vendor 976,CONT00860,Waterproofing Membrane,Waterproofing Membrane - Grade Premium,46,46,Loads,3611.45,166126.5,12,19935.18,0.0,0.0,186061.68,186061.68,186061.68,0.0,2024-11-01,2024-11-06,2025-03-30,2025-04-22,172.0,23,Completed,Delivered,Excellent,"Advance 30%, Balance 70%",Ex-Factory,CIF,Site A - Mumbai,Low,0,Compliant,Site Engineer,General Manager,,Complete delivery in one lot,100.0,100.0
PO00981,VEN01513,Vendor 1513,,Air Conditioners,Air Conditioners - Grade C,282,282,Bags,2517.25,709863.09,12,85183.57,0.0,0.0,795046.66,795046.66,795046.66,0.0,2025-04-12,2025-04-13,2025-08-07,2025-08-23,133.0,16,Completed,Delivered,Good,Net 60 days,DDP,CIF,Site A - Mumbai,Low,1,Minor Issues,Contracts Manager,Senior Manager,,Urgent delivery required,100.0,100.0
PO00982,VEN00533,Vendor 533,CONT01752,Insulation Material,Insulation Material - Grade A,7520,3756,Meters,878.78,6608408.67,28,1850354.43,0.0,0.0,8458763.1,8458763.1,3956895.63,4501867.46,2024-11-01,2024-11-03,2024-12-20,2025-01-14,74.0,25,Partially Delivered,Partially Delivered,Good,Net 45 days,Door Delivery,FOB,Main Office,Low,0,Pending,Contracts Manager,Project Director,,Awaiting quality approval,49.95,46.78
PO00983,VEN00874,Vendor 874,,Cranes,Cranes - Grade C,5761,5761,Units,6722.4,38727762.59,12,4647331.51,7.86,3045791.85,43375094.11,40329302.26,40329302.26,0.0,2024-08-01,2024-08-04,2025-01-02,2025-02-05,188.0,34,Completed,Delayed,Good,Net 60 days,FOB,DDP,Site B - Delhi,Medium,0,Compliant,Site Engineer,Vice President,,As per contract terms,100.0,100.0
PO00984,VEN01437,Vendor 1437,CONT00475,Cement,Cement - Grade B,595,595,MT,6770.14,4028231.44,5,201411.57,0.0,0.0,4229643.01,4229643.01,4229643.01,0.0,2025-02-17,2025-02-21,2025-05-29,2025-06-02,105.0,4,Completed,Delivered,Excellent,Net 30 days,FCA,FOB,Main Office,Medium,0,Compliant,Project Manager,General Manager,,Partial delivery acceptable,100.0,100.0
PO00985,VEN00437,Vendor 437,CONT01717,Aggregates,Aggregates - Grade C,475,475,Nos,8660.97,4113958.67,5,205697.93,0.0,0.0,4319656.6,4319656.6,4319656.6,0.0,2024-09-27,2024-09-29,2025-01-11,2025-01-29,124.0,18,Completed,Delivered,Good,Net 30 days,Ex-Works,CIF,Factory - Gujarat,Medium,1,Compliant,Materials Manager,General Manager,,Amendment requested,100.0,100.0
